선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율,년도
알포드,KT,0.289,133,547,491,83,142,31,3,15,224,70,0,3,47,1,6,140,6,0.456,0.356,0.812,43,0.303,0.667,2023
장성우,KT,0.288,131,464,410,37,118,22,0,11,173,65,3,7,42,1,2,70,12,0.422,0.351,0.773,36,0.267,0.25,2023
박병호,KT,0.283,132,493,431,53,122,15,0,18,191,87,0,8,46,2,8,114,9,0.443,0.357,0.800,31,0.34,0.25,2023
이호연,KT,0.278,85,234,212,28,59,5,1,3,75,17,1,1,16,0,4,41,6,0.354,0.339,0.693,12,0.222,0.357,2023
배정대,KT,0.277,97,361,311,48,86,16,0,2,108,38,4,5,38,1,3,76,2,0.347,0.356,0.703,25,0.293,0.0,2023
김상수,KT,0.271,129,512,443,58,120,19,1,3,150,56,8,3,55,0,3,68,9,0.339,0.353,0.692,30,0.336,0.5,2023
강백호,KT,0.265,71,271,238,32,63,10,1,8,99,39,0,2,31,4,0,55,1,0.416,0.347,0.763,15,0.345,0.3,2023
문상철,KT,0.260,112,330,304,30,79,20,0,9,126,46,1,6,16,1,3,81,4,0.414,0.298,0.712,16,0.219,0.229,2023
오윤석,KT,0.251,82,223,199,24,50,13,1,4,77,17,6,0,13,1,5,44,7,0.387,0.313,0.700,17,0.262,0.222,2023
박민석,KT,0.250,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0.250,0.250,0.500,0,0.0,0.0,2023
조용호,KT,0.248,63,184,161,20,40,2,0,0,42,7,0,0,23,0,0,25,3,0.261,0.342,0.603,9,0.196,0.364,2023
홍현빈,KT,0.233,44,86,73,15,17,2,0,0,19,1,0,0,13,0,0,21,2,0.260,0.349,0.609,4,0.067,0.0,2023
김준태,KT,0.209,69,136,115,10,24,4,0,3,37,23,1,0,19,0,1,32,3,0.322,0.326,0.648,2,0.4,0.3,2023
신본기,KT,0.204,40,75,54,8,11,2,0,1,16,7,1,4,14,0,2,8,3,0.296,0.365,0.661,1,0.0,0.0,2023
문상준,KT,0.200,2,5,5,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0.200,0.200,0.400,0,0.0,0.0,2023
박경수,KT,0.200,107,221,185,12,37,13,0,1,53,12,5,0,30,1,1,46,2,0.286,0.315,0.601,8,0.139,0.077,2023
강현우,KT,0.194,53,111,103,11,20,6,0,1,29,11,1,0,6,0,1,17,3,0.282,0.245,0.527,3,0.206,0.167,2023
강민성,KT,0.182,12,27,22,2,4,1,0,0,5,0,1,0,4,0,0,10,0,0.227,0.308,0.535,0,0.333,0.0,2023
장준원,KT,0.172,69,104,87,10,15,2,1,1,22,10,3,1,12,0,1,25,1,0.253,0.277,0.530,1,0.208,0.0,2023
이상호,KT,0.148,63,60,54,15,8,1,0,0,9,5,4,0,2,0,0,9,2,0.167,0.179,0.346,0,0.231,0.143,2023
이시원,KT,0.138,29,32,29,4,4,0,0,0,4,1,1,0,2,0,0,6,0,0.138,0.194,0.332,1,0.111,0.0,2023
류현인,KT,0.130,17,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0.130,0.167,0.297,0,0.25,0.0,2023
송민섭,KT,0.130,69,25,23,6,3,0,0,0,3,0,0,0,1,0,1,8,0,0.130,0.200,0.330,0,0.0,0.0,2023
손민석,KT,0.100,9,12,10,2,1,0,0,0,1,1,0,0,1,0,1,3,0,0.100,0.250,0.350,0,0.0,0.0,2023
김민,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
김병준,KT,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2023
김병희,KT,0.000,5,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.000,0.111,0.111,0,0.0,0.0,2023
김영현,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
김재윤,KT,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
문상인,KT,-,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,1.000,1.000,0,0.0,0.0,2023
박영현,KT,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
이상동,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
이선우,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
이채호,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
하준호,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
김정민,SSG,0.500,8,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.500,0.500,1.000,0,0.0,0.0,2023
에레디아,SSG,0.323,122,523,473,76,153,29,0,12,218,76,1,1,39,4,9,75,13,0.461,0.385,0.846,43,0.338,0.0,2023
하재훈,SSG,0.303,77,229,201,35,61,10,1,7,94,35,2,2,19,1,5,53,0,0.468,0.374,0.842,16,0.327,0.167,2023
최정,SSG,0.297,128,552,471,94,140,31,0,29,258,87,1,6,59,6,15,87,12,0.548,0.388,0.936,39,0.264,0.0,2023
최항,SSG,0.286,21,35,28,3,8,1,0,1,12,6,1,1,5,0,0,12,1,0.429,0.382,0.811,2,0.333,0.25,2023
한유섬,SSG,0.273,109,388,333,29,91,15,2,7,131,55,2,7,34,1,12,81,3,0.393,0.355,0.748,20,0.333,0.063,2023
최지훈,SSG,0.268,117,503,462,65,124,19,8,2,165,30,8,1,29,0,3,50,3,0.357,0.315,0.672,31,0.223,0.0,2023
김성현,SSG,0.268,112,354,310,35,83,14,0,1,100,27,13,2,29,1,0,36,6,0.323,0.328,0.651,22,0.23,0.0,2023
최준우,SSG,0.267,38,69,60,5,16,1,0,0,17,6,0,1,8,0,0,10,3,0.283,0.348,0.631,4,0.294,0.333,2023
박성한,SSG,0.266,128,529,459,53,122,19,0,9,168,47,7,4,58,1,1,56,7,0.366,0.347,0.713,30,0.254,0.0,2023
강진성,SSG,0.261,58,145,134,10,35,6,1,3,52,17,1,1,6,0,3,20,2,0.388,0.306,0.694,8,0.275,0.15,2023
추신수,SSG,0.254,112,462,382,65,97,17,1,12,152,41,0,2,65,1,13,79,8,0.398,0.379,0.777,24,0.26,0.3,2023
안상현,SSG,0.241,58,66,58,10,14,3,0,0,17,2,3,0,5,0,0,15,1,0.293,0.302,0.595,3,0.15,0.5,2023
오태곤,SSG,0.239,123,305,272,37,65,14,1,7,102,28,8,3,18,0,4,67,6,0.375,0.293,0.668,17,0.192,0.4,2023
최상민,SSG,0.235,51,41,34,5,8,0,0,0,8,3,2,1,4,0,0,7,0,0.235,0.308,0.543,2,0.182,0.0,2023
최주환,SSG,0.235,134,478,426,48,100,24,0,20,184,63,1,3,44,4,4,94,6,0.432,0.310,0.742,22,0.212,0.286,2023
김찬형,SSG,0.229,36,53,48,6,11,3,0,1,17,5,2,0,2,0,1,10,1,0.354,0.275,0.629,2,0.417,0.0,2023
김강민,SSG,0.226,70,166,137,20,31,3,0,2,40,7,2,3,23,1,1,38,2,0.292,0.335,0.627,7,0.061,0.238,2023
김민식,SSG,0.218,122,318,266,28,58,9,1,5,84,34,17,2,31,1,2,57,6,0.316,0.302,0.618,15,0.28,0.0,2023
전의산,SSG,0.201,56,153,134,11,27,6,0,4,45,21,0,1,15,0,3,40,1,0.336,0.294,0.630,4,0.225,0.188,2023
조형우,SSG,0.185,62,133,119,9,22,4,1,2,34,12,4,1,8,0,1,25,2,0.286,0.240,0.526,3,0.208,0.0,2023
이정범,SSG,0.172,15,33,29,2,5,0,0,0,5,4,0,2,2,0,0,6,1,0.172,0.212,0.384,0,0.091,0.0,2023
최경모,SSG,0.150,28,20,20,6,3,0,0,0,3,1,0,0,0,0,0,5,0,0.150,0.150,0.300,0,0.167,0.0,2023
이재원,SSG,0.091,27,48,44,3,4,1,0,0,5,2,1,1,2,0,0,8,4,0.114,0.128,0.242,0,0.1,1.0,2023
이흥련,SSG,0.071,16,17,14,1,1,0,0,1,4,2,1,0,2,0,0,6,0,0.286,0.188,0.474,0,0.0,0.0,2023
고명준,SSG,0.000,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0,2023
고효준,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
김건웅,SSG,0.000,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2023
노경은,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
류효승,SSG,0.000,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.000,0.250,0.250,0,0.0,0.0,2023
문승원,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
백승건,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
서진용,SSG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
이건욱,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
임준섭,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
채현우,SSG,-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
최민준,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
손아섭,NC,0.339,140,609,551,97,187,36,3,5,244,65,1,5,50,2,2,67,10,0.443,0.393,0.836,54,0.339,0.333,2023
박한결,NC,0.333,12,18,15,3,5,1,0,1,9,5,0,0,3,0,0,7,0,0.600,0.444,1.044,1,0.333,0.25,2023
박건우,NC,0.319,130,533,458,70,146,34,2,12,220,85,1,9,56,0,9,71,14,0.480,0.397,0.877,49,0.304,0.0,2023
박민우,NC,0.316,124,509,452,76,143,20,7,2,183,46,5,3,40,3,9,57,13,0.405,0.381,0.786,39,0.309,0.0,2023
서호철,NC,0.287,114,435,397,50,114,17,3,5,152,41,6,4,20,0,8,51,9,0.383,0.331,0.714,29,0.294,0.25,2023
박대온,NC,0.286,25,33,28,6,8,3,0,0,11,3,0,1,3,0,1,8,0,0.393,0.364,0.757,1,0.0,0.2,2023
권희동,NC,0.285,96,373,309,33,88,16,0,7,125,63,4,5,49,0,6,50,4,0.405,0.388,0.793,23,0.327,0.4,2023
마틴,NC,0.283,118,503,435,55,123,20,2,17,198,90,0,10,57,2,1,107,8,0.455,0.360,0.815,33,0.317,0.0,2023
최보성,NC,0.263,12,21,19,2,5,0,0,0,5,0,0,0,2,0,0,2,1,0.263,0.333,0.596,2,0.2,0.0,2023
최정원,NC,0.260,39,56,50,12,13,3,2,0,20,5,2,0,1,0,3,13,1,0.400,0.315,0.715,3,0.375,0.0,2023
윤형준,NC,0.252,82,236,218,17,55,12,1,5,84,27,2,3,10,0,3,58,6,0.385,0.291,0.676,12,0.28,0.188,2023
천재환,NC,0.239,78,179,163,12,39,7,1,2,54,17,2,2,8,0,4,44,5,0.331,0.288,0.619,9,0.224,0.0,2023
김형준,NC,0.236,26,82,72,10,17,2,0,6,37,13,1,0,8,0,1,24,3,0.514,0.321,0.835,3,0.294,0.0,2023
오영수,NC,0.236,70,238,208,21,49,9,1,4,72,24,5,3,17,1,5,55,5,0.346,0.305,0.651,15,0.164,0.0,2023
도태훈,NC,0.234,117,302,239,41,56,6,0,5,77,23,7,1,38,1,17,48,8,0.322,0.376,0.698,12,0.183,0.4,2023
김주원,NC,0.233,127,474,403,56,94,9,2,10,137,54,8,4,44,1,15,106,6,0.340,0.328,0.668,21,0.267,0.0,2023
김성욱,NC,0.223,93,204,179,28,40,10,0,6,68,16,3,1,16,0,5,63,7,0.380,0.303,0.683,12,0.102,0.077,2023
김한별,NC,0.216,79,105,97,8,21,0,1,0,23,4,2,0,4,0,2,23,6,0.237,0.262,0.499,4,0.25,0.2,2023
김수윤,NC,0.214,16,15,14,0,3,0,0,0,3,2,0,0,1,0,0,4,0,0.214,0.267,0.481,0,0.4,0.333,2023
박세혁,NC,0.211,88,283,242,35,51,9,3,6,84,32,6,1,30,0,4,43,3,0.347,0.307,0.654,10,0.205,0.0,2023
조현진,NC,0.200,10,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.200,0.200,0.400,0,0.0,0.5,2023
한석현,NC,0.200,27,66,60,5,12,1,0,0,13,2,2,0,4,0,0,20,2,0.217,0.250,0.467,3,0.333,0.2,2023
안중열,NC,0.195,77,177,154,15,30,6,0,4,48,17,3,2,16,0,2,45,6,0.312,0.276,0.588,9,0.184,0.1,2023
박석민,NC,0.193,30,107,88,9,17,1,0,1,21,8,1,1,14,0,3,22,4,0.239,0.321,0.560,4,0.231,0.0,2023
박주찬,NC,0.143,5,14,14,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0.143,0.143,0.286,0,0.0,0.0,2023
오장한,NC,0.143,3,8,7,2,1,0,0,0,1,0,0,0,1,0,0,5,0,0.143,0.250,0.393,0,0.0,0.0,2023
박영빈,NC,0.071,41,17,14,11,1,1,0,0,2,0,2,0,1,0,0,6,0,0.143,0.133,0.276,0,0.0,0.0,2023
김시훈,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
류진욱,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
오태양,NC,0.000,21,3,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0,2023
이용찬,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
전사민,NC,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2023
채원후,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
한재승,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
양의지,두산,0.305,129,510,439,56,134,23,0,17,208,68,0,3,57,8,11,56,20,0.474,0.396,0.870,31,0.315,0.667,2023
홍성호,두산,0.292,21,51,48,6,14,4,0,0,18,5,0,0,2,0,1,14,0,0.375,0.333,0.708,5,0.231,0.0,2023
정수빈,두산,0.287,137,583,498,75,143,14,11,2,185,33,12,2,64,1,7,63,2,0.371,0.375,0.746,42,0.253,0.5,2023
김재호,두산,0.283,91,302,247,32,70,13,0,3,92,29,15,2,30,2,8,24,11,0.372,0.376,0.748,17,0.303,0.222,2023
양석환,두산,0.281,140,582,524,73,147,28,0,21,238,89,0,11,41,3,6,133,9,0.454,0.333,0.787,40,0.261,0.0,2023
허경민,두산,0.268,130,475,429,44,115,23,1,7,161,48,0,5,35,3,6,26,6,0.375,0.328,0.703,26,0.224,0.667,2023
박유연,두산,0.267,10,16,15,3,4,2,0,0,6,1,1,0,0,0,0,4,0,0.400,0.267,0.667,1,0.0,0.0,2023
강승호,두산,0.265,127,459,419,51,111,18,6,7,162,59,4,3,27,0,6,110,12,0.387,0.316,0.703,24,0.273,0.167,2023
김인태,두산,0.255,47,115,98,8,25,5,0,1,33,14,1,0,15,0,1,26,1,0.337,0.360,0.697,4,0.313,0.316,2023
로하스,두산,0.253,122,464,403,52,102,24,4,19,191,65,0,3,55,2,3,68,5,0.474,0.345,0.819,28,0.255,0.0,2023
이유찬,두산,0.243,104,239,210,31,51,7,2,1,65,16,5,1,20,0,3,51,0,0.310,0.316,0.626,10,0.17,0.333,2023
양찬열,두산,0.239,44,99,88,15,21,2,2,0,27,6,0,1,9,0,1,23,1,0.307,0.313,0.620,6,0.259,0.0,2023
전민재,두산,0.235,19,18,17,3,4,2,0,0,6,1,1,0,0,0,0,3,2,0.353,0.235,0.588,0,0.2,0.0,2023
송승환,두산,0.229,30,76,70,10,16,3,1,0,21,4,2,0,4,0,0,16,2,0.300,0.270,0.570,4,0.158,0.167,2023
박준영,두산,0.228,51,138,127,16,29,8,2,4,53,17,0,0,9,1,2,53,0,0.417,0.290,0.707,3,0.31,0.714,2023
서예일,두산,0.222,5,10,9,2,2,0,0,0,2,1,0,1,0,0,0,2,0,0.222,0.200,0.422,0,0.0,0.0,2023
김재환,두산,0.220,132,484,405,40,89,15,0,10,134,46,0,2,72,4,5,100,8,0.331,0.343,0.674,21,0.264,0.214,2023
조수행,두산,0.219,126,249,219,41,48,2,1,1,55,17,4,1,23,0,2,38,2,0.251,0.298,0.549,11,0.236,0.0,2023
박계범,두산,0.219,78,194,169,18,37,6,0,2,49,15,5,3,15,1,2,44,4,0.290,0.286,0.576,9,0.127,0.143,2023
김태근,두산,0.212,41,55,52,9,11,3,0,0,14,3,2,0,0,0,1,21,0,0.269,0.226,0.495,3,0.118,0.0,2023
박지훈,두산,0.211,22,21,19,2,4,1,0,0,5,2,0,0,2,0,0,7,0,0.263,0.286,0.549,0,0.333,0.0,2023
안승한,두산,0.208,22,27,24,1,5,0,0,0,5,1,0,0,2,0,1,10,0,0.208,0.296,0.504,1,0.333,0.0,2023
김대한,두산,0.198,33,89,81,10,16,3,1,1,24,7,0,0,7,0,1,21,0,0.296,0.270,0.566,5,0.125,0.0,2023
안재석,두산,0.188,27,68,64,8,12,2,1,1,19,5,0,1,3,0,0,12,0,0.297,0.221,0.518,1,0.118,0.333,2023
장승현,두산,0.158,76,158,139,11,22,1,0,3,32,9,5,0,6,0,8,36,2,0.230,0.235,0.465,3,0.111,0.0,2023
김민혁,두산,0.138,21,36,29,2,4,1,0,0,5,3,0,2,4,0,1,9,3,0.172,0.250,0.422,0,0.125,0.111,2023
신성현,두산,0.083,12,15,12,1,1,0,0,0,1,1,0,0,3,0,0,4,0,0.083,0.267,0.350,0,0.2,0.2,2023
권민석,두산,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2023
김민규,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
김정우,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
박신지,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
박정수,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
박치국,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
이형범,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
정철원,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
최승용,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
홍건희,두산,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
