선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율,년도
박계범,두산,0.267,118,385,322,44,86,12,1,5,115,46,7,3,44,0,9,68,8,0.357,0.368,0.725,21,0.267,0.0,2021
정수빈,두산,0.259,104,351,313,50,81,19,4,3,117,37,4,2,29,1,3,50,7,0.374,0.326,0.700,19,0.301,0.25,2021
김인태,두산,0.259,133,418,344,51,89,15,1,8,130,46,5,4,62,0,3,67,10,0.378,0.373,0.751,20,0.337,0.381,2021
안재석,두산,0.255,96,224,200,28,51,8,2,2,69,14,0,4,16,0,4,53,4,0.345,0.317,0.662,11,0.213,0.182,2021
전민재,두산,0.250,9,5,4,1,1,0,0,0,1,1,0,1,0,0,0,2,0,0.250,0.200,0.450,0,0.0,0.0,2021
강승호,두산,0.239,113,340,301,47,72,16,2,7,113,37,8,3,22,1,6,78,8,0.375,0.301,0.676,17,0.287,0.0,2021
안권수,두산,0.238,87,47,42,17,10,0,1,0,12,4,2,0,3,0,0,3,0,0.286,0.289,0.575,2,0.267,0.0,2021
장승현,두산,0.232,92,211,177,18,41,10,0,2,57,27,6,1,19,0,8,50,2,0.322,0.332,0.654,8,0.365,0.0,2021
박세혁,두산,0.219,96,270,237,25,52,12,0,0,64,30,3,3,22,0,5,43,6,0.270,0.296,0.566,11,0.258,0.273,2021
권민석,두산,0.214,33,15,14,8,3,2,0,0,5,1,0,0,1,0,0,7,0,0.357,0.267,0.624,0,0.25,0.0,2021
김재호,두산,0.209,89,251,211,23,44,8,0,1,55,24,6,3,29,0,2,34,7,0.261,0.306,0.567,12,0.186,0.222,2021
신성현,두산,0.182,11,15,11,3,2,0,0,0,2,0,0,0,3,0,1,6,0,0.182,0.400,0.582,1,0.0,0.0,2021
오재원,두산,0.167,45,79,72,6,12,3,0,0,15,5,0,1,6,0,0,18,3,0.208,0.228,0.436,1,0.05,0.111,2021
국해성,두산,0.125,4,8,8,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.125,0.125,0.250,0,0.0,0.0,2021
권휘,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김강률,두산,-,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김명신,두산,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김민규,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김민혁,두산,0.000,6,8,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0.000,0.250,0.250,0,0.0,0.0,2021
남호,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
문원,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
박성재,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2021
박소준,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
박치국,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
백동훈,두산,0.000,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2021
서예일,두산,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021
오명진,두산,0.000,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2021
윤명준,두산,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이교훈,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이승진,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이영하,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
홍건희,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
황경태,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2021
김성표,삼성,0.333,39,24,18,10,6,0,0,0,6,1,1,0,5,0,0,7,0,0.333,0.478,0.811,1,0.25,0.0,2021
구자욱,삼성,0.306,139,610,543,107,166,30,10,22,282,88,1,12,48,3,6,98,9,0.519,0.361,0.880,45,0.283,0.0,2021
박해민,삼성,0.291,127,542,454,78,132,22,1,5,171,54,9,7,69,2,3,82,3,0.377,0.383,0.760,36,0.327,0.0,2021
강민호,삼성,0.291,123,462,406,55,118,22,0,18,194,67,0,7,45,4,4,53,18,0.478,0.361,0.839,34,0.25,0.25,2021
피렐라,삼성,0.286,140,621,553,102,158,25,2,29,274,97,0,3,57,2,8,89,8,0.495,0.359,0.854,52,0.288,0.0,2021
오재일,삼성,0.285,120,484,418,64,119,20,0,25,214,97,0,8,58,8,0,106,5,0.512,0.366,0.878,36,0.276,0.0,2021
김헌곤,삼성,0.281,118,364,317,38,89,8,2,4,113,27,3,5,34,0,5,46,9,0.356,0.355,0.711,24,0.217,0.25,2021
최영진,삼성,0.281,44,63,57,9,16,1,2,1,24,6,0,0,5,0,1,12,1,0.421,0.349,0.770,3,0.267,0.222,2021
김지찬,삼성,0.274,120,336,296,50,81,6,0,1,90,26,10,3,27,0,0,31,0,0.304,0.331,0.635,20,0.278,0.333,2021
김민수,삼성,0.263,47,87,76,9,20,5,0,3,34,13,2,2,6,0,1,13,2,0.447,0.318,0.765,5,0.217,0.0,2021
강한울,삼성,0.260,124,258,223,25,58,5,0,0,63,27,3,3,29,0,0,58,5,0.283,0.341,0.624,8,0.339,0.348,2021
김현준,삼성,0.250,13,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0.250,0.250,0.500,0,0.0,0.0,2021
김동엽,삼성,0.238,69,203,185,20,44,9,0,4,65,24,0,4,10,0,4,42,2,0.351,0.286,0.637,10,0.258,0.111,2021
김상수,삼성,0.235,132,496,429,46,101,17,1,3,129,42,8,4,52,0,3,51,14,0.301,0.320,0.621,24,0.223,0.333,2021
송준석,삼성,0.235,19,55,51,5,12,2,0,2,20,4,0,0,3,0,1,13,1,0.392,0.291,0.683,3,0.188,0.0,2021
이원석,삼성,0.231,131,480,399,40,92,19,0,9,138,59,2,8,60,2,11,80,11,0.346,0.341,0.687,18,0.309,0.25,2021
김호재,삼성,0.227,87,90,75,9,17,2,0,0,19,7,3,1,9,0,2,14,0,0.253,0.322,0.575,0,0.333,0.333,2021
오선진,삼성,0.214,23,46,42,5,9,0,0,0,9,2,0,0,3,0,1,8,2,0.214,0.283,0.497,1,0.154,1.0,2021
이학주,삼성,0.206,66,174,155,17,32,8,0,4,52,20,4,0,14,0,1,61,3,0.335,0.276,0.611,9,0.244,0.0,2021
박승규,삼성,0.182,59,78,66,13,12,1,0,3,22,5,1,0,9,0,2,9,4,0.333,0.299,0.632,1,0.143,0.222,2021
김성윤,삼성,0.167,30,19,18,7,3,0,0,0,3,2,0,1,0,0,0,5,0,0.167,0.158,0.325,0,0.4,0.0,2021
김도환,삼성,0.146,25,46,41,1,6,2,0,0,8,1,1,0,2,0,2,20,0,0.195,0.222,0.417,1,0.0,0.0,2021
권정웅,삼성,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021
김윤수,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김응민,삼성,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021
노건우,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
문용익,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
백승민,삼성,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2021
안주형,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
오승환,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이재익,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이태훈,삼성,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2021
홍창기,LG,0.328,144,651,524,103,172,26,2,4,214,52,0,2,109,4,16,95,6,0.408,0.456,0.864,57,0.343,0.5,2021
이상호,LG,0.308,45,68,65,5,20,2,0,0,22,12,2,0,1,0,0,10,2,0.338,0.318,0.656,3,0.55,0.667,2021
한석현,LG,0.286,16,26,21,5,6,2,1,0,10,1,0,1,3,0,1,7,1,0.476,0.385,0.861,1,0.0,0.5,2021
김현수,LG,0.285,140,595,506,70,144,23,1,17,220,96,0,9,77,5,3,42,7,0.435,0.376,0.811,43,0.279,0.0,2021
채은성,LG,0.276,110,448,387,59,107,20,0,16,175,82,0,7,38,2,16,80,9,0.452,0.359,0.811,27,0.317,0.167,2021
오지환,LG,0.254,134,532,464,62,118,19,2,8,165,57,4,5,54,0,5,82,11,0.356,0.335,0.691,30,0.248,0.25,2021
서건창,LG,0.253,144,600,513,78,130,24,2,6,176,52,5,4,69,2,9,78,14,0.343,0.350,0.693,32,0.24,0.286,2021
유강남,LG,0.252,130,441,397,39,100,16,0,11,149,60,3,2,25,1,14,75,11,0.375,0.317,0.692,22,0.254,0.5,2021
이재원,LG,0.247,62,171,154,22,38,6,0,5,59,17,0,1,14,0,2,48,2,0.383,0.316,0.699,9,0.191,0.0,2021
라모스,LG,0.243,51,205,185,14,45,7,1,8,78,25,0,0,18,0,2,43,2,0.422,0.317,0.739,11,0.218,0.333,2021
이영빈,LG,0.243,72,169,148,21,36,9,0,2,51,16,2,1,15,0,3,51,1,0.345,0.323,0.668,7,0.297,0.467,2021
정주현,LG,0.238,73,214,181,26,43,7,1,3,61,10,9,0,24,0,0,32,4,0.337,0.327,0.664,8,0.159,1.0,2021
문보경,LG,0.230,107,329,278,37,64,11,1,8,101,39,3,2,46,1,0,64,5,0.363,0.337,0.700,14,0.324,0.308,2021
문성주,LG,0.228,31,89,79,11,18,1,0,1,22,10,0,1,7,0,2,15,1,0.278,0.303,0.581,4,0.375,0.0,2021
김민성,LG,0.222,121,426,360,35,80,22,0,8,126,39,11,5,42,2,8,73,7,0.350,0.313,0.663,19,0.207,0.111,2021
이형종,LG,0.218,90,281,239,32,52,11,0,10,93,34,1,0,34,1,7,65,10,0.389,0.332,0.721,11,0.154,0.222,2021
이성우,LG,0.212,36,39,33,0,7,0,0,0,7,2,5,0,1,0,0,8,1,0.212,0.235,0.447,1,0.111,0.0,2021
이천웅,LG,0.199,68,211,181,20,36,7,0,2,49,16,1,1,25,0,3,23,11,0.271,0.305,0.576,7,0.273,0.3,2021
보어,LG,0.170,32,117,100,7,17,2,0,3,28,17,0,3,11,0,3,30,2,0.280,0.265,0.545,1,0.16,0.0,2021
김주성,LG,0.167,3,7,6,1,1,0,0,1,4,1,0,0,1,0,0,3,0,0.667,0.286,0.953,0,0.0,0.0,2021
김용의,LG,0.148,102,41,27,19,4,2,0,0,6,2,4,1,9,0,0,5,1,0.222,0.351,0.573,0,0.125,0.0,2021
안익훈,LG,0.143,48,16,14,4,2,1,0,0,3,1,0,0,0,0,2,2,1,0.214,0.250,0.464,0,0.0,0.0,2021
김재성,LG,0.138,58,73,65,6,9,2,1,1,16,3,1,1,5,0,1,13,2,0.246,0.208,0.454,1,0.105,0.25,2021
구본혁,LG,0.132,123,45,38,10,5,2,0,0,7,3,1,2,3,0,1,7,0,0.184,0.205,0.389,0,0.2,0.0,2021
신민재,LG,0.130,32,27,23,8,3,0,0,0,3,2,0,0,4,0,0,6,0,0.130,0.259,0.389,1,0.4,0.0,2021
이주형,LG,0.125,14,19,16,3,2,0,0,0,2,0,1,0,1,0,1,7,0,0.125,0.222,0.347,0,0.0,0.0,2021
손호영,LG,0.100,8,12,10,2,1,0,0,0,1,0,0,0,1,0,1,2,0,0.100,0.250,0.350,0,0.0,1.0,2021
고우석,LG,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김지용,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김진수,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김호은,LG,0.000,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.0,0.0,2021
류원석,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이상규,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이상영,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이우찬,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이정용,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이찬혁,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
장준원,LG,0.000,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021
진해수,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
채원후,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
최민창,LG,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021
최성훈,LG,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이정후,키움,0.360,123,544,464,78,167,42,6,7,242,84,0,9,62,1,9,37,8,0.522,0.438,0.960,51,0.341,0.0,2021
김혜성,키움,0.304,144,635,559,99,170,20,3,3,205,66,0,10,65,3,1,97,8,0.367,0.372,0.739,45,0.289,0.5,2021
이용규,키움,0.296,133,547,459,88,136,16,8,1,171,43,6,6,71,2,5,46,5,0.373,0.392,0.765,38,0.276,0.333,2021
송우현,키움,0.296,69,282,250,34,74,17,2,3,104,42,1,1,28,1,2,49,4,0.416,0.370,0.786,22,0.361,0.5,2021
김은성,키움,0.278,6,18,18,1,5,3,0,0,8,2,0,0,0,0,0,6,0,0.444,0.278,0.722,1,0.4,0.0,2021
이지영,키움,0.275,108,258,233,29,64,5,1,0,71,31,2,3,19,2,1,17,10,0.305,0.328,0.633,18,0.328,0.133,2021
프레이타스,키움,0.259,43,148,139,13,36,10,0,2,52,14,0,1,7,0,1,29,7,0.374,0.297,0.671,9,0.211,0.0,2021
박동원,키움,0.249,131,481,413,61,103,21,0,22,190,83,5,3,53,0,7,114,12,0.460,0.342,0.802,26,0.277,0.2,2021
송성문,키움,0.249,66,274,245,30,61,10,1,6,91,33,2,1,25,0,1,42,2,0.371,0.320,0.691,17,0.267,0.333,2021
크레익,키움,0.248,61,247,222,25,55,12,0,6,85,30,0,1,20,1,4,43,4,0.383,0.320,0.703,16,0.27,0.333,2021
김웅빈,키움,0.241,97,279,232,24,56,13,1,6,89,35,2,2,34,2,9,73,2,0.384,0.357,0.741,10,0.315,0.348,2021
변상권,키움,0.239,72,171,159,19,38,5,4,0,51,20,0,3,9,0,0,40,2,0.321,0.275,0.596,7,0.213,0.182,2021
박병호,키움,0.227,118,477,409,48,93,23,0,20,176,76,0,7,47,3,14,141,9,0.430,0.323,0.753,22,0.233,0.333,2021
김수환,키움,0.220,13,44,41,5,9,2,0,2,17,5,0,1,2,0,0,17,2,0.415,0.250,0.665,2,0.25,0.0,2021
김재현,키움,0.217,39,51,46,2,10,7,0,0,17,8,2,0,3,0,0,12,1,0.370,0.265,0.635,1,0.176,0.0,2021
김병휘,키움,0.200,13,11,10,5,2,0,0,0,2,0,0,0,1,0,0,2,0,0.200,0.273,0.473,0,0.333,0.0,2021
박준태,키움,0.196,27,58,46,10,9,3,0,0,12,4,0,0,10,0,2,16,0,0.261,0.362,0.623,1,0.214,1.0,2021
전병우,키움,0.187,115,261,214,35,40,8,0,6,66,31,4,1,33,0,9,83,0,0.308,0.319,0.627,7,0.286,0.2,2021
김주형,키움,0.180,36,70,50,5,9,3,0,0,12,5,3,0,4,0,13,15,0,0.240,0.388,0.628,1,0.364,1.0,2021
신준우,키움,0.167,56,51,42,7,7,3,0,0,10,4,1,1,4,0,3,21,1,0.238,0.280,0.518,0,0.154,1.0,2021
이명기,키움,0.167,3,8,6,0,1,0,0,0,1,1,0,0,2,0,0,3,0,0.167,0.375,0.542,0,0.0,0.0,2021
예진원,키움,0.158,52,132,114,16,18,6,1,1,29,8,3,1,12,0,2,28,2,0.254,0.248,0.502,0,0.105,0.2,2021
허정협,키움,0.156,29,52,45,5,7,0,0,0,7,2,0,0,7,0,0,10,1,0.156,0.269,0.425,0,0.214,0.235,2021
문찬종,키움,0.143,13,17,14,0,2,0,0,0,2,1,0,0,3,0,0,4,1,0.143,0.294,0.437,0,0.333,0.0,2021
김휘집,키움,0.129,34,89,70,9,9,1,0,1,13,8,3,1,13,0,2,23,0,0.186,0.279,0.465,2,0.313,0.0,2021
임지열,키움,0.120,19,30,25,5,3,0,0,0,3,0,0,0,4,0,1,10,1,0.120,0.267,0.387,1,0.0,0.0,2021
박주홍,키움,0.106,23,56,47,4,5,2,0,0,7,3,0,0,9,0,0,21,1,0.149,0.250,0.399,0,0.071,0.25,2021
이주형,키움,0.100,5,11,10,1,1,0,0,1,4,3,0,0,1,0,0,7,0,0.400,0.182,0.582,0,0.25,0.0,2021
김동욱,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김성민,키움,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김성진,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김재웅,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김정인,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김태훈,키움,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
문성현,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
박관진,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
박승주,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
박정음,키움,0.000,70,18,14,19,0,0,0,0,0,1,0,1,2,0,1,3,1,0.000,0.167,0.167,0,0.0,0.0,2021
양현,키움,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
오주원,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
윤정현,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
이승호,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
장재영,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
조상우,키움,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
조영건,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
라가레스,SSG,0.315,49,202,181,24,57,9,0,6,84,32,3,3,14,1,1,18,4,0.464,0.362,0.826,16,0.378,0.0,2022
최지훈,SSG,0.304,144,640,569,93,173,32,4,10,243,61,13,4,47,0,7,77,7,0.427,0.362,0.789,43,0.362,1.0,2022
김강민,SSG,0.303,84,202,178,24,54,11,0,5,80,18,2,1,18,2,3,39,1,0.449,0.375,0.824,13,0.317,0.364,2022
최경모,SSG,0.301,98,75,73,16,22,2,0,0,24,4,1,0,1,0,0,18,1,0.329,0.311,0.640,5,0.333,0.5,2022
박성한,SSG,0.298,140,564,494,68,147,24,4,2,185,56,6,2,60,1,2,81,5,0.374,0.375,0.749,35,0.31,0.0,2022
이정범,SSG,0.273,7,11,11,2,3,0,0,0,3,1,0,0,0,0,0,2,0,0.273,0.273,0.546,0,0.5,0.667,2022
최정,SSG,0.266,121,505,414,80,110,21,0,26,209,87,0,6,66,3,19,96,6,0.505,0.386,0.891,27,0.292,0.5,2022
한유섬,SSG,0.264,135,545,458,62,121,33,1,21,219,100,0,5,66,6,16,137,8,0.478,0.372,0.850,31,0.284,0.111,2022
추신수,SSG,0.259,112,499,409,77,106,20,1,16,176,58,2,4,71,1,13,100,6,0.430,0.382,0.812,29,0.299,0.25,2022
최준우,SSG,0.250,10,16,12,0,3,0,0,0,3,1,0,1,3,0,0,3,0,0.250,0.375,0.625,1,0.0,0.333,2022
전의산,SSG,0.249,77,266,241,36,60,15,1,13,116,45,0,1,24,3,0,84,6,0.481,0.316,0.797,15,0.323,0.3,2022
오태곤,SSG,0.232,130,295,263,48,61,14,1,4,89,23,5,3,15,1,9,68,3,0.338,0.293,0.631,15,0.257,0.286,2022
오준혁,SSG,0.230,47,67,61,3,14,2,0,0,16,6,1,0,5,0,0,15,4,0.262,0.288,0.550,2,0.286,0.167,2022
김재현,SSG,0.222,18,20,18,2,4,1,0,0,5,4,2,0,0,0,0,3,2,0.278,0.222,0.500,1,0.222,0.0,2022
석정우,SSG,0.222,9,9,9,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0.222,0.222,0.444,0,0.0,0.0,2022
크론,SSG,0.222,67,259,243,21,54,13,1,11,102,35,0,4,9,0,3,68,3,0.420,0.255,0.675,13,0.158,0.0,2022
김민식,SSG,0.221,104,266,222,30,49,9,1,2,66,28,7,3,32,1,2,45,4,0.297,0.320,0.617,8,0.254,0.167,2022
김성현,SSG,0.219,130,359,302,38,66,9,1,2,83,37,20,3,31,0,3,36,13,0.275,0.295,0.570,14,0.238,0.333,2022
하재훈,SSG,0.215,60,114,107,18,23,6,1,6,49,13,0,2,4,0,1,40,0,0.458,0.246,0.704,2,0.172,0.278,2022
최주환,SSG,0.211,97,333,298,36,63,14,2,9,108,41,0,2,29,2,4,55,5,0.362,0.288,0.650,15,0.195,0.125,2022
이재원,SSG,0.201,105,279,234,27,47,6,0,4,65,28,9,3,25,1,8,44,13,0.278,0.296,0.574,5,0.208,0.125,2022
조형우,SSG,0.167,9,13,12,2,2,1,0,0,3,1,0,0,1,0,0,3,0,0.250,0.231,0.481,1,1.0,0.0,2022
안상현,SSG,0.158,46,47,38,12,6,0,0,2,12,5,3,0,5,0,1,12,2,0.316,0.273,0.589,0,0.273,0.25,2022
이현석,SSG,0.133,9,15,15,0,2,0,0,0,2,1,0,0,0,0,0,5,1,0.133,0.133,0.266,0,0.25,0.25,2022
이흥련,SSG,0.133,22,55,45,4,6,2,0,0,8,1,3,0,5,0,2,22,2,0.178,0.250,0.428,0,0.111,0.0,2022
최항,SSG,0.100,15,24,20,0,2,0,0,0,2,1,0,1,2,0,1,7,0,0.100,0.208,0.308,1,0.0,0.0,2022
최상민,SSG,0.071,27,18,14,3,1,0,0,0,1,1,1,0,3,0,0,4,0,0.071,0.235,0.306,0,0.0,0.0,2022
고효준,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
김규남,SSG,0.000,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0,0.0,0.0,2022
김택형,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
박민호,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
서동민,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
전경원,SSG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2022
조요한,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
최민준,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
이정후,키움,0.349,142,627,553,85,193,36,10,23,318,113,0,3,66,12,5,32,10,0.575,0.421,0.996,58,0.387,0.333,2022
김혜성,키움,0.318,129,566,516,81,164,18,7,4,208,48,0,3,47,3,0,83,9,0.403,0.373,0.776,43,0.295,0.0,2022
푸이그,키움,0.277,126,547,473,65,131,30,0,21,224,73,0,4,58,1,12,100,6,0.474,0.367,0.841,37,0.268,0.0,2022
임지열,키움,0.275,40,148,131,16,36,6,0,1,45,15,3,2,10,0,2,43,2,0.344,0.331,0.675,10,0.306,0.5,2022
김태진,키움,0.268,77,276,254,37,68,5,1,0,75,20,3,1,17,0,1,30,4,0.295,0.315,0.610,18,0.211,0.4,2022
이지영,키움,0.267,137,450,420,38,112,13,4,2,139,37,8,0,20,2,2,44,16,0.331,0.303,0.634,26,0.262,0.364,2022
이명기,키움,0.250,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.250,0.250,0.500,0,0.0,0.0,2022
이재홍,키움,0.250,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.250,0.250,0.500,0,0.0,0.0,2022
송성문,키움,0.247,142,601,547,67,135,21,4,13,203,79,1,7,45,6,1,65,8,0.371,0.302,0.673,31,0.269,0.0,2022
김웅빈,키움,0.226,45,135,115,17,26,5,1,1,36,11,3,0,13,1,4,38,2,0.313,0.326,0.639,4,0.129,0.231,2022
박주홍,키움,0.224,21,57,49,4,11,1,1,0,14,3,0,0,8,1,0,18,1,0.286,0.333,0.619,2,0.111,0.0,2022
김휘집,키움,0.222,112,393,333,40,74,12,1,8,112,36,3,4,39,0,14,115,6,0.336,0.326,0.662,14,0.177,0.0,2022
박찬혁,키움,0.211,52,175,161,13,34,5,0,6,57,17,0,0,9,0,5,67,1,0.354,0.274,0.628,4,0.237,0.0,2022
김재현,키움,0.207,56,88,82,4,17,4,0,1,24,9,2,1,2,0,1,19,3,0.293,0.233,0.526,3,0.286,0.0,2022
전병우,키움,0.203,115,231,197,14,40,7,0,5,62,21,9,1,17,0,7,68,5,0.315,0.288,0.603,9,0.103,0.286,2022
