선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
김영규,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
김진성,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
김태현,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
노시훈,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
류진욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
모창민,NC,0.000,0,3,1,3.00,0,1.00,4.50,0.000,-0.4,0.075
박시원,NC,0.000,0,0,1,0.00,0,-,4.00,0.000,-0.1,0.0
배민서,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
신민혁,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
안인산,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
오장한,NC,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
오태양,NC,0.000,0,1,0,-,0,-,2.00,0.000,-0.1,0.0
원종현,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
이용찬,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
이우석,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
임정호,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
임창민,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
최금강,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
최우재,NC,0.000,0,1,1,1.00,0,-,3.00,0.000,-0.2,0.0
홍성민,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
박성한,SSG,0.302,26,109,104,1.05,4,0.67,4.01,0.086,62.7,0.267
남태혁,SSG,0.300,2,5,2,2.50,0,0.14,4.64,0.200,3.2,0.289
김성현,SSG,0.283,21,72,73,0.99,5,1.00,3.63,0.139,35.7,0.266
이재원,SSG,0.280,16,63,87,0.72,5,0.62,3.86,0.081,32.1,0.252
한유섬,SSG,0.278,50,108,121,0.89,4,0.63,4.04,0.256,87.5,0.301
최정,SSG,0.278,53,77,148,0.52,13,0.82,4.02,0.284,105.0,0.325
최항,SSG,0.275,3,17,18,0.94,1,0.38,3.97,0.058,7.6,0.239
오태곤,SSG,0.268,19,51,70,0.73,2,0.27,3.80,0.157,31.0,0.247
고종욱,SSG,0.267,7,52,52,1.00,2,0.53,3.90,0.061,18.3,0.227
이현석,SSG,0.266,9,8,23,0.35,0,0.17,3.76,0.215,12.5,0.256
추신수,SSG,0.265,42,118,102,1.16,4,0.84,4.11,0.187,93.4,0.297
최지훈,SSG,0.262,30,111,164,0.68,3,0.72,3.82,0.100,64.6,0.244
안상현,SSG,0.256,3,7,7,1.00,0,0.07,3.35,0.128,4.2,0.22
최주환,SSG,0.256,34,77,143,0.54,5,0.63,4.39,0.172,63.5,0.266
이정범,SSG,0.254,7,17,12,1.42,1,0.47,3.74,0.220,9.1,0.269
김강민,SSG,0.238,20,49,72,0.68,1,0.48,4.01,0.166,31.4,0.248
이흥련,SSG,0.236,6,37,29,1.28,1,0.39,3.77,0.094,13.9,0.229
정의윤,SSG,0.230,9,44,48,0.92,4,0.30,4.08,0.139,16.8,0.216
김찬형,SSG,0.227,9,28,42,0.67,1,0.50,3.88,0.098,15.8,0.23
로맥,SSG,0.225,31,82,113,0.73,6,0.71,4.02,0.200,55.1,0.259
오준혁,SSG,0.217,4,12,9,1.33,0,0.27,3.58,0.174,4.6,0.224
김창평,SSG,0.080,0,11,6,1.83,0,0.17,3.57,0.000,-0.7,0.072
고명준,SSG,0.000,0,2,0,-,0,0.00,4.20,0.000,-0.8,0.0
김규남,SSG,0.000,0,1,3,0.33,0,0.00,4.29,0.000,-0.7,0.0
김상수,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
김태훈,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
김택형,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
박민호,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
서동민,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
서진용,SSG,0.000,0,0,0,-,0,0.00,6.00,0.000,-0.1,0.0
신재영,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
유서준,SSG,0.000,0,0,1,0.00,0,0.00,3.50,0.000,-0.2,0.0
장지훈,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
정상호,SSG,0.000,0,0,1,0.00,0,0.00,3.00,0.000,-0.3,0.0
정수민,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
조요한,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
하재훈,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
박지훈,두산,0.333,1,3,2,1.50,0,0.33,3.57,0.083,2.4,0.297
박건우,두산,0.325,39,111,132,0.84,3,0.69,3.70,0.116,78.9,0.29
페르난데스,두산,0.315,39,170,171,0.99,4,1.86,3.48,0.128,87.0,0.287
조수행,두산,0.286,4,21,13,1.62,0,0.62,4.08,0.083,16.9,0.28
최용제,두산,0.279,3,27,28,0.96,1,0.52,3.89,0.029,13.1,0.237
허경민,두산,0.278,30,175,131,1.34,6,1.03,3.76,0.088,51.8,0.243
김재환,두산,0.274,52,109,114,0.96,15,0.64,4.01,0.227,91.3,0.297
양석환,두산,0.273,50,79,147,0.54,12,0.31,3.98,0.217,80.1,0.274
박계범,두산,0.267,18,87,84,1.04,7,0.65,4.12,0.090,45.3,0.255
정수빈,두산,0.259,26,112,72,1.56,2,0.58,3.82,0.115,37.4,0.24
김인태,두산,0.259,24,92,100,0.92,3,0.93,3.88,0.119,51.8,0.262
안재석,두산,0.255,12,49,51,0.96,2,0.30,3.94,0.090,23.4,0.229
전민재,두산,0.250,0,0,2,0.00,0,0.00,3.20,0.000,0.6,0.153
강승호,두산,0.239,25,76,78,0.97,2,0.28,3.79,0.136,34.6,0.229
안권수,두산,0.238,1,20,9,2.22,0,1.00,3.47,0.048,4.3,0.202
장승현,두산,0.232,12,51,36,1.42,3,0.38,3.81,0.090,21.0,0.23
박세혁,두산,0.219,12,77,68,1.13,1,0.51,4.02,0.051,19.9,0.201
권민석,두산,0.214,2,3,1,3.00,0,0.14,4.20,0.143,1.2,0.209
김재호,두산,0.209,9,56,80,0.70,3,0.85,3.91,0.052,18.6,0.203
신성현,두산,0.182,0,2,1,2.00,0,0.50,4.60,0.000,1.5,0.226
오재원,두산,0.167,3,19,24,0.79,2,0.33,3.90,0.042,2.8,0.155
국해성,두산,0.125,0,3,2,1.50,0,0.00,4.38,0.000,-0.1,0.088
권휘,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
김강률,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
김명신,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
김민규,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
김민혁,두산,0.000,0,3,1,3.00,0,1.00,4.25,0.000,0.1,0.113
남호,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
문원,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
박성재,두산,0.000,0,0,0,-,0,0.00,8.00,0.000,-0.1,0.0
박소준,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
박치국,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
백동훈,두산,0.000,0,0,1,0.00,0,0.00,3.00,0.000,-0.3,0.0
서예일,두산,0.000,0,0,1,0.00,0,-,3.00,0.000,-0.1,0.0
오명진,두산,0.000,0,2,0,-,0,0.00,4.33,0.000,-0.3,0.0
윤명준,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
이교훈,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
이승진,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
이영하,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
홍건희,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
황경태,두산,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
전준우,롯데,0.348,53,145,152,0.95,10,0.75,3.64,0.121,98.9,0.3
손아섭,롯데,0.319,34,179,124,1.44,9,0.91,3.65,0.077,79.5,0.275
손성빈,롯데,0.316,0,4,3,1.33,0,0.50,4.27,0.000,2.8,0.263
안치홍,롯데,0.306,42,129,114,1.13,9,0.90,4.00,0.152,71.8,0.285
정훈,롯데,0.292,42,114,144,0.79,6,0.76,4.18,0.146,82.4,0.281
김재유,롯데,0.287,9,49,39,1.26,2,0.28,3.84,0.063,22.1,0.241
이대호,롯데,0.286,30,121,135,0.90,5,0.68,3.69,0.162,63.7,0.266
마차도,롯데,0.279,27,133,145,0.92,2,0.89,3.69,0.082,64.4,0.252
정보근,롯데,0.278,0,6,5,1.20,0,1.00,3.20,0.000,1.3,0.227
한동희,롯데,0.267,41,135,85,1.59,7,0.64,4.04,0.177,65.1,0.275
신윤후,롯데,0.261,8,33,36,0.92,0,0.55,4.02,0.101,15.2,0.241
추재현,롯데,0.252,20,83,56,1.48,2,0.46,3.84,0.115,33.0,0.243
김주현,롯데,0.250,0,1,5,0.20,0,0.17,3.88,0.000,1.2,0.195
김민수,롯데,0.241,15,56,34,1.65,4,0.29,3.89,0.111,21.8,0.228
지시완,롯데,0.241,16,33,39,0.85,4,0.26,4.07,0.181,20.7,0.249
이병규,롯데,0.235,0,8,4,2.00,1,0.57,4.33,0.000,3.9,0.237
안중열,롯데,0.232,8,37,35,1.06,2,1.08,3.73,0.112,19.2,0.253
이호연,롯데,0.222,0,5,2,2.50,0,1.00,3.82,0.000,0.7,0.178
장두성,롯데,0.222,3,8,8,1.00,0,0.42,3.85,0.111,4.1,0.226
배성근,롯데,0.204,5,28,10,2.80,0,0.39,4.27,0.075,9.0,0.209
나승엽,롯데,0.204,4,35,23,1.52,0,0.42,4.44,0.071,10.4,0.199
민병헌,롯데,0.190,3,9,14,0.64,0,0.55,3.73,0.071,2.5,0.197
강로한,롯데,0.121,2,7,4,1.75,0,0.11,4.31,0.182,1.8,0.153
최민재,롯데,0.080,1,12,3,4.00,0,0.25,3.30,0.040,-0.2,0.097
강태율,롯데,0.077,2,9,6,1.50,0,0.40,3.61,0.154,1.0,0.145
강윤구,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
김원중,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
김유영,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
나균안,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
나원탁,롯데,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
송재영,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
오현택,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
이인복,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
이주찬,롯데,0.000,0,1,1,1.00,0,0.00,3.63,0.000,-0.6,0.0
최종은,롯데,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.0
김성표,삼성,0.333,0,3,2,1.50,0,0.71,4.21,0.000,3.6,0.298
구자욱,삼성,0.306,62,122,169,0.72,9,0.49,3.87,0.214,103.8,0.292
박해민,삼성,0.291,28,116,131,0.89,5,0.84,4.20,0.086,74.3,0.267
강민호,삼성,0.291,40,129,113,1.14,12,0.85,3.60,0.187,66.6,0.282
피렐라,삼성,0.286,56,143,166,0.86,10,0.64,3.76,0.210,96.3,0.285
오재일,삼성,0.285,45,99,102,0.97,9,0.55,3.82,0.227,79.9,0.293
김헌곤,삼성,0.281,14,111,76,1.46,2,0.74,4.08,0.076,41.7,0.249
최영진,삼성,0.281,4,19,10,1.90,1,0.42,4.03,0.140,8.3,0.262
김지찬,삼성,0.274,7,112,75,1.49,6,0.87,3.65,0.030,36.7,0.225
김민수,삼성,0.263,8,24,21,1.14,1,0.46,3.67,0.184,11.2,0.255
강한울,삼성,0.260,5,64,46,1.39,0,0.50,4.13,0.022,23.7,0.224
김현준,삼성,0.250,0,1,2,0.50,0,-,3.25,0.000,-0.1,0.175
김동엽,삼성,0.238,13,44,59,0.75,4,0.24,3.67,0.114,20.3,0.216
김상수,삼성,0.235,21,147,134,1.10,6,1.02,3.90,0.065,43.1,0.219
송준석,삼성,0.235,4,14,12,1.17,0,0.23,3.84,0.157,5.7,0.229
이원석,삼성,0.231,28,77,158,0.49,7,0.75,3.91,0.115,53.5,0.24
김호재,삼성,0.227,2,25,20,1.25,1,0.64,4.04,0.027,7.8,0.208
오선진,삼성,0.214,0,14,11,1.27,0,0.38,4.02,0.000,2.1,0.181
이학주,삼성,0.206,12,34,28,1.21,1,0.23,4.16,0.129,13.8,0.208
박승규,삼성,0.182,4,24,21,1.14,0,1.00,3.73,0.152,6.3,0.218
김성윤,삼성,0.167,0,7,4,1.75,0,0.00,3.32,0.000,0.2,0.113
김도환,삼성,0.146,2,7,8,0.88,0,0.10,4.07,0.049,1.2,0.149
권정웅,삼성,0.000,0,1,0,-,0,-,6.00,0.000,-0.1,0.0
김윤수,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
김응민,삼성,0.000,0,1,1,1.00,0,-,3.50,0.000,-0.2,0.0
노건우,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
문용익,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
백승민,삼성,0.000,0,1,0,-,0,0.00,4.67,0.000,-0.3,0.0
안주형,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
오승환,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
이재익,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
이태훈,삼성,0.000,0,0,1,0.00,0,0.00,3.50,0.000,-0.2,0.0
이정후,키움,0.360,55,131,138,0.95,7,1.68,3.94,0.162,100.8,0.328
김혜성,키움,0.304,26,165,137,1.20,7,0.67,4.01,0.063,88.0,0.259
이용규,키움,0.296,25,152,131,1.16,5,1.54,4.24,0.076,76.0,0.27
송우현,키움,0.296,22,76,52,1.46,3,0.57,3.71,0.120,37.3,0.271
김은성,키움,0.278,3,5,2,2.50,0,0.00,3.44,0.167,1.9,0.236
이지영,키움,0.275,6,102,53,1.92,4,1.12,3.50,0.030,22.6,0.224
프레이타스,키움,0.259,12,40,35,1.14,3,0.24,3.70,0.115,13.1,0.227
박동원,키움,0.249,43,105,94,1.12,11,0.46,4.06,0.211,65.6,0.269
송성문,키움,0.249,17,58,85,0.68,4,0.60,3.76,0.122,30.5,0.237
크레익,키움,0.248,18,51,74,0.69,3,0.47,3.67,0.135,27.0,0.24
김웅빈,키움,0.241,20,54,51,1.06,2,0.47,4.16,0.142,35.0,0.257
변상권,키움,0.239,9,55,29,1.90,1,0.23,3.76,0.082,14.5,0.204
박병호,키움,0.227,43,77,105,0.73,9,0.33,4.05,0.203,60.2,0.253
김수환,키움,0.220,4,7,9,0.78,0,0.12,3.91,0.195,4.1,0.216
김재현,키움,0.217,7,14,10,1.40,0,0.25,3.57,0.152,3.6,0.212
김병휘,키움,0.200,0,1,5,0.20,0,0.50,3.27,0.000,0.6,0.173
박준태,키움,0.196,3,13,8,1.63,0,0.63,4.05,0.065,6.0,0.228
전병우,키움,0.187,14,33,59,0.56,1,0.40,4.10,0.121,26.1,0.221
김주형,키움,0.180,3,12,14,0.86,1,0.27,3.70,0.060,7.4,0.235
신준우,키움,0.167,3,5,10,0.50,0,0.19,3.84,0.071,2.9,0.186
이명기,키움,0.167,0,1,1,1.00,0,0.67,4.38,0.000,0.7,0.211
예진원,키움,0.158,8,26,43,0.60,1,0.43,3.89,0.096,7.1,0.175
허정협,키움,0.156,0,11,17,0.65,0,0.70,3.83,0.000,2.0,0.16
문찬종,키움,0.143,0,4,4,1.00,0,0.75,4.41,0.000,0.5,0.168
김휘집,키움,0.129,2,16,23,0.70,0,0.57,4.21,0.057,5.8,0.172
임지열,키움,0.120,0,5,7,0.71,0,0.40,3.77,0.000,0.5,0.15
박주홍,키움,0.106,2,12,9,1.33,0,0.43,4.54,0.043,1.5,0.15
이주형,키움,0.100,1,2,0,-,0,0.14,4.27,0.300,0.9,0.182
김동욱,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
김성민,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
