선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
조한민,2루수,0.001,2020.0,한화,1,0,3 1/3,0,0,0,0,0,-,0,0,0,-
임종찬,중견수,0.0,2020.0,한화,1,0,2 1/3,0,0,0,0,0,-,0,0,0,-
강경학,좌익수,-0.001,2020.0,한화,2,0,2,0,0,0,0,0,-,0,0,0,-
박정현,1루수,-0.002,2020.0,한화,3,0,3,0,0,5,0,0,1.000,0,0,0,-
장운호,중견수,-0.002,2020.0,한화,3,0,8,0,0,2,0,0,1.000,0,0,0,-
정진호,중견수,-0.006,2020.0,한화,13,5,45,0,0,12,0,0,1.0,0,0,0,-
허관회,포수,-0.008,2020.0,한화,1,1,7,0,0,10,0,0,1.000,0,1,0,0.0
이용규,좌익수,-0.011,2020.0,한화,10,10,79 1/3,0,0,20,0,0,1.000,0,0,0,-
김민하,1루수,-0.021,2020.0,한화,6,2,21,1,0,16,1,4,0.944,0,0,0,-
김지수,우익수,-0.026,2020.0,한화,1,1,9,1,0,4,0,0,0.800,0,0,0,-
정기훈,2루수,-0.032,2020.0,한화,3,1,17,1,0,5,3,1,0.889,0,0,0,-
박정현,3루수,-0.033,2020.0,한화,3,2,12,0,0,1,1,0,1.000,0,0,0,-
김지수,좌익수,-0.033,2020.0,한화,5,3,27,0,0,4,2,0,1.000,0,0,0,-
정기훈,1루수,-0.036,2020.0,한화,2,0,5 2/3,0,0,2,1,0,1.000,0,0,0,-
최인호,1루수,-0.044,2020.0,한화,1,1,6,0,0,6,0,0,1.000,0,0,0,-
박정현,2루수,-0.045,2020.0,한화,1,1,6,0,0,0,4,1,1.000,0,0,0,-
양성우,좌익수,-0.051,2020.0,한화,4,3,24,0,0,1,0,0,1.000,0,0,0,-
김건,2루수,-0.053,2020.0,한화,3,0,8,1,0,3,3,1,0.857,0,0,0,-
장진혁,우익수,-0.062,2020.0,한화,6,4,39,0,0,10,0,0,1.000,0,0,0,-
최승준,1루수,-0.065,2020.0,한화,1,0,5,0,0,3,0,1,1.000,0,0,0,-
강경학,유격수,-0.066,2020.0,한화,2,2,18,1,0,2,6,2,0.889,0,0,0,-
노수광,좌익수,-0.072,2020.0,한화,40,22,230,1,0,53,1,0,0.982,0,0,0,-
김회성,3루수,-0.073,2020.0,한화,4,3,30,1,0,3,3,1,0.857,0,0,0,-
장진혁,중견수,-0.076,2020.0,한화,7,3,30,0,0,7,2,0,1.000,0,0,0,-
노시환,3루수,-0.079,2020.0,한화,82,73,629,10,0,64,108,17,0.945,0,0,0,-
장운호,우익수,-0.087,2020.0,한화,10,4,46 2/3,0,0,10,0,0,1.000,0,0,0,-
이도윤,2루수,-0.088,2020.0,한화,10,3,39,0,0,3,9,1,1.0,0,0,0,-
송광민,1루수,-0.101,2020.0,한화,31,27,222 1/3,2,0,196,12,17,0.99,0,0,0,-
정기훈,유격수,-0.123,2020.0,한화,4,2,21,1,0,3,3,0,0.857,0,0,0,-
최인호,좌익수,-0.144,2020.0,한화,37,32,259 2/3,0,0,61,4,0,1.0,0,0,0,-
오선진,2루수,-0.155,2020.0,한화,24,7,105 1/3,1,0,22,34,6,0.982,0,0,0,-
반즈,중견수,-0.156,2020.0,한화,9,7,58,0,0,16,0,0,1.000,0,0,0,-
강경학,1루수,-0.178,2020.0,한화,13,7,66,3,0,58,4,6,0.954,0,0,0,-
이성열,1루수,-0.185,2020.0,한화,5,5,37,1,0,33,1,4,0.971,0,0,0,-
장진혁,좌익수,-0.205,2020.0,한화,6,0,14,0,0,1,0,0,1.000,0,0,0,-
하주석,유격수,-0.221,2020.0,한화,68,67,558,9,0,89,148,37,0.963,0,0,0,-
노태형,1루수,-0.226,2020.0,한화,18,5,67 2/3,1,0,57,8,3,0.985,0,0,0,-
노태형,3루수,-0.239,2020.0,한화,7,5,46,3,0,4,5,2,0.750,0,0,0,-
최진행,좌익수,-0.263,2020.0,한화,25,19,146,1,0,32,0,0,0.97,0,0,0,-
조한민,유격수,-0.274,2020.0,한화,22,16,117 1/3,5,0,19,30,9,0.907,0,0,0,-
김태균,1루수,-0.304,2020.0,한화,53,51,402,0,0,352,21,31,1.0,0,0,0,-
김문호,1루수,-0.333,2020.0,한화,7,7,53,0,0,44,5,6,1.000,0,0,0,-
임종찬,우익수,-0.385,2020.0,한화,42,32,259 1/3,0,0,60,3,1,1.0,0,0,0,-
박한결,유격수,-0.413,2020.0,한화,11,5,59 1/3,2,0,8,17,1,0.926,0,0,0,-
김지수,중견수,-0.415,2020.0,한화,5,3,25,0,0,9,0,0,1.000,0,0,0,-
반즈,1루수,-0.417,2020.0,한화,43,37,329 1/3,4,0,263,31,36,0.987,0,0,0,-
노수광,우익수,-0.446,2020.0,한화,10,9,68,0,0,9,0,0,1.0,0,0,0,-
이용규,중견수,-1.417,2020.0,한화,106,96,799,3,0,222,0,0,0.987,0,0,0,-
이시원,우익수,,2020.0,한화,1,0,1,0,0,0,0,0,-,0,0,0,-
최인호,중견수,,2020.0,한화,1,0,1,0,0,0,0,0,-,0,0,0,-
양성우,우익수,,2020.0,한화,1,0,1,0,0,0,0,0,-,0,0,0,-
한승택,포수,0.825,2020.0,KIA,103,83,702,5,0,553,43,4,0.992,3,61,18,22.8
박찬호,유격수,0.761,2020.0,KIA,63,41,379 1/3,5,0,85,136,31,0.978,0,0,0,-
김민식,포수,0.731,2020.0,KIA,49,29,260,3,1,204,14,3,0.986,4,22,6,21.4
황윤호,3루수,0.573,2020.0,KIA,23,11,110,2,0,15,21,0,0.947,0,0,0,-
김선빈,2루수,0.132,2020.0,KIA,13,10,77,1,0,9,25,5,0.971,0,0,0,-
최원준,우익수,0.101,2020.0,KIA,18,7,82 1/3,0,0,24,1,0,1.000,0,0,0,-
이우성,좌익수,0.076,2020.0,KIA,38,29,242 1/3,1,0,53,1,0,0.982,0,0,0,-
터커,좌익수,0.075,2020.0,KIA,48,40,335,2,0,68,2,1,0.972,0,0,0,-
황윤호,2루수,0.056,2020.0,KIA,32,16,152 2/3,4,0,33,49,12,0.953,0,0,0,-
황대인,1루수,0.047,2020.0,KIA,8,5,46,0,0,40,3,6,1.000,0,0,0,-
문선재,좌익수,0.041,2020.0,KIA,13,8,75,0,0,14,0,0,1.000,0,0,0,-
황윤호,유격수,0.021,2020.0,KIA,10,3,35,0,0,1,11,2,1.000,0,0,0,-
문선재,우익수,0.012,2020.0,KIA,2,2,13 1/3,0,0,2,0,0,1.000,0,0,0,-
이우성,중견수,-0.007,2020.0,KIA,3,3,22,0,0,8,0,0,1.000,0,0,0,-
고장혁,3루수,-0.011,2020.0,KIA,16,9,77 1/3,4,0,1,9,0,0.714,0,0,0,-
이정훈,포수,-0.013,2020.0,KIA,6,4,32,0,0,29,1,0,1.000,0,8,1,11.1
최형우,좌익수,-0.058,2020.0,KIA,45,44,350,0,0,88,1,0,1.000,0,0,0,-
이진영,우익수,-0.066,2020.0,KIA,4,3,25,0,0,8,0,0,1.000,0,0,0,-
김주찬,1루수,-0.067,2020.0,KIA,76,65,538 2/3,6,0,481,39,48,0.989,0,0,0,-
이진영,좌익수,-0.08,2020.0,KIA,4,0,7,0,0,1,0,0,1.000,0,0,0,-
오선우,우익수,-0.108,2020.0,KIA,21,11,114 2/3,0,0,29,3,0,1.000,0,0,0,-
최원준,3루수,-0.114,2020.0,KIA,40,35,309,6,0,22,55,4,0.928,0,0,0,-
백용환,포수,-0.124,2020.0,KIA,20,11,104 1/3,2,0,84,10,1,0.979,1,9,5,35.7
최정용,2루수,-0.131,2020.0,KIA,6,2,27,0,0,1,7,1,1.000,0,0,0,-
이우성,우익수,-0.19,2020.0,KIA,2,0,4,0,0,0,0,0,-,0,0,0,-
이창진,중견수,-0.366,2020.0,KIA,126,110,963 1/3,4,0,278,6,1,0.986,0,0,0,-
유민상,1루수,-1.521,2020.0,KIA,38,31,285,3,0,283,18,28,0.990,0,0,0,-
최원준,중견수,-2.081,2020.0,KIA,19,8,78,0,0,16,0,0,1.000,0,0,0,-
나지완,좌익수,-2.208,2020.0,KIA,13,7,62,0,0,13,0,0,1.000,0,0,0,-
터커,우익수,-2.831,2020.0,KIA,56,53,433,2,0,96,1,0,0.980,0,0,0,-
장성우,포수,2.289,2020.0,KT,126,114,952,3,0,665,34,6,0.996,6,54,14,20.6
배정대,중견수,1.009,2020.0,KT,143,141,1221 1/3,5,0,354,13,2,0.987,0,0,0,-
심우준,유격수,0.938,2020.0,KT,144,133,1157,21,0,231,427,94,0.969,0,0,0,-
황재균,3루수,0.93,2020.0,KT,132,128,1113 2/3,13,0,106,213,31,0.961,0,0,0,-
박경수,2루수,0.537,2020.0,KT,105,94,746 1/3,8,0,180,286,66,0.983,0,0,0,-
홍현빈,좌익수,0.286,2020.0,KT,26,2,51 1/3,0,0,16,0,0,1.000,0,0,0,-
송민섭,좌익수,0.197,2020.0,KT,55,0,93 2/3,0,0,19,1,0,1.0,0,0,0,-
송민섭,중견수,0.175,2020.0,KT,17,1,38,0,0,16,2,0,1.000,0,0,0,-
강민국,2루수,0.164,2020.0,KT,34,19,154 2/3,3,0,45,50,21,0.969,0,0,0,-
로하스,좌익수,0.149,2020.0,KT,12,4,44 1/3,1,0,15,1,0,0.941,0,0,0,-
로하스,우익수,0.116,2020.0,KT,104,102,845 2/3,3,0,204,6,3,0.986,0,0,0,-
김병희,3루수,0.084,2020.0,KT,14,2,32 2/3,0,0,0,7,1,1.000,0,0,0,-
송민섭,우익수,0.054,2020.0,KT,55,0,85 1/3,0,0,15,1,0,1.0,0,0,0,-
천성호,3루수,0.054,2020.0,KT,20,5,61 1/3,0,0,4,15,2,1.000,0,0,0,-
유한준,좌익수,0.052,2020.0,KT,2,2,9,0,0,4,0,0,1.000,0,0,0,-
김민혁,우익수,0.044,2020.0,KT,6,1,14,0,0,3,0,0,1.000,0,0,0,-
조용호,좌익수,0.035,2020.0,KT,86,69,525 2/3,1,0,107,6,1,0.991,0,0,0,-
문상철,좌익수,0.031,2020.0,KT,15,11,89,0,0,23,0,0,1.000,0,0,0,-
홍현빈,중견수,0.013,2020.0,KT,11,2,22 2/3,0,0,7,0,0,1.000,0,0,0,-
김병희,2루수,0.001,2020.0,KT,4,1,13 2/3,1,0,2,6,1,0.889,0,0,0,-
조용호,중견수,0.0,2020.0,KT,2,0,2,0,0,0,0,0,-,0,0,0,-
천성호,유격수,-0.007,2020.0,KT,4,1,11 1/3,0,0,1,5,1,1.000,0,0,0,-
김민혁,좌익수,-0.011,2020.0,KT,68,48,379 2/3,4,0,97,1,0,0.961,0,0,0,-
조용호,우익수,-0.018,2020.0,KT,31,23,192 2/3,0,0,44,0,0,1.0,0,0,0,-
문상인,포수,-0.029,2020.0,KT,3,0,7,0,0,2,0,0,1.000,0,0,0,-
유한준,우익수,-0.034,2020.0,KT,19,15,120 2/3,0,0,23,1,0,1.000,0,0,0,-
이홍구,포수,-0.036,2020.0,KT,43,26,230,2,0,171,9,2,0.989,0,24,2,7.7
박준혁,우익수,-0.036,2020.0,KT,7,0,10,0,0,3,0,0,1.000,0,0,0,-
김병희,1루수,-0.049,2020.0,KT,10,1,15,0,0,12,1,2,1.000,0,0,0,-
정주후,2루수,-0.05,2020.0,KT,5,0,7,1,0,2,0,1,0.667,0,0,0,-
김민혁,중견수,-0.067,2020.0,KT,4,0,5 1/3,0,0,1,0,0,1.000,0,0,0,-
홍현빈,우익수,-0.072,2020.0,KT,4,0,5,0,0,0,0,0,-,0,0,0,-
강백호,우익수,-0.084,2020.0,KT,3,3,17,0,0,1,0,0,1.000,0,0,0,-
황재균,1루수,-0.103,2020.0,KT,2,1,11 1/3,0,0,8,0,2,1.000,0,0,0,-
박승욱,1루수,-0.111,2020.0,KT,18,4,51 2/3,0,0,61,2,5,1.000,0,0,0,-
박승욱,3루수,-0.146,2020.0,KT,5,1,10 2/3,1,0,1,3,0,0.800,0,0,0,-
강민국,3루수,-0.162,2020.0,KT,25,8,69,0,0,6,11,4,1.000,0,0,0,-
문상철,1루수,-0.17,2020.0,KT,29,17,146 1/3,1,0,131,9,16,0.993,0,0,0,-
박승욱,유격수,-0.205,2020.0,KT,10,2,30,0,0,3,7,2,1.000,0,0,0,-
강민국,유격수,-0.233,2020.0,KT,30,8,92,2,0,13,18,7,0.939,0,0,0,-
박승욱,2루수,-0.266,2020.0,KT,72,20,241 1/3,6,0,54,89,24,0.96,0,0,0,-
허도환,포수,-0.268,2020.0,KT,47,14,151 1/3,3,0,103,10,1,0.974,1,6,1,14.3
천성호,2루수,-0.293,2020.0,KT,35,9,108 2/3,3,0,22,34,5,0.949,0,0,0,-
강현우,포수,-0.366,2020.0,KT,25,6,81 1/3,1,1,50,11,2,0.984,3,5,2,28.6
강백호,1루수,-0.378,2020.0,KT,127,121,1064,10,0,1056,75,111,0.991,0,0,0,-
박준혁,좌익수,,2020.0,KT,2,0,2,0,0,0,0,0,-,0,0,0,-
천성호,1루수,,2020.0,KT,1,0,1,0,0,0,1,0,1.000,0,0,0,-
김태훈,좌익수,,2020.0,KT,2,0,2,0,0,0,0,0,-,0,0,0,-
오지환,유격수,3.116,2020.0,LG,141,136,1142,15,0,184,405,100,0.975,0,0,0,-
홍창기,중견수,0.799,2020.0,LG,82,67,574 2/3,2,0,170,4,1,0.989,0,0,0,-
양석환,1루수,0.277,2020.0,LG,19,16,128 2/3,0,0,121,13,16,1.000,0,0,0,-
홍창기,좌익수,0.206,2020.0,LG,41,13,157 2/3,0,0,42,1,0,1.000,0,0,0,-
김용의,1루수,0.205,2020.0,LG,73,5,184 2/3,0,0,174,21,19,1.000,0,0,0,-
장준원,3루수,0.163,2020.0,LG,35,17,157,0,0,11,24,4,1.000,0,0,0,-
김용의,3루수,0.153,2020.0,LG,9,0,14 2/3,0,0,1,7,1,1.000,0,0,0,-
구본혁,2루수,0.124,2020.0,LG,47,1,107,0,0,13,38,10,1.000,0,0,0,-
정주현,2루수,0.11,2020.0,LG,127,111,896,10,0,211,321,90,0.982,0,0,0,-
이천웅,우익수,0.105,2020.0,LG,5,3,32 2/3,0,0,9,0,0,1.000,0,0,0,-
장준원,유격수,0.095,2020.0,LG,9,0,16,0,0,1,6,0,1.000,0,0,0,-
이형종,중견수,0.085,2020.0,LG,2,2,17,0,0,6,0,0,1.000,0,0,0,-
최재원,중견수,0.069,2020.0,LG,3,0,5,0,0,4,0,0,1.000,0,0,0,-
신민재,2루수,0.065,2020.0,LG,11,1,20,0,0,5,4,2,1.000,0,0,0,-
김용의,2루수,0.064,2020.0,LG,4,0,4 2/3,0,0,0,4,0,1.000,0,0,0,-
구본혁,유격수,0.061,2020.0,LG,42,7,116 2/3,2,0,21,37,5,0.967,0,0,0,-
이형종,좌익수,0.052,2020.0,LG,30,25,211,4,0,45,1,0,0.920,0,0,0,-
한석현,우익수,0.049,2020.0,LG,4,0,7 1/3,0,0,2,0,0,1.000,0,0,0,-
신민재,중견수,0.025,2020.0,LG,31,2,70,0,0,23,0,0,1.000,0,0,0,-
장준원,1루수,0.021,2020.0,LG,1,1,7,0,0,7,0,2,1.000,0,0,0,-
백승현,3루수,0.003,2020.0,LG,19,10,97,1,0,6,23,3,0.967,0,0,0,-
손호영,1루수,0.002,2020.0,LG,3,0,4 1/3,0,0,4,0,0,1.000,0,0,0,-
김호은,좌익수,-0.002,2020.0,LG,6,1,16,0,0,3,0,0,1.000,0,0,0,-
정근우,1루수,-0.002,2020.0,LG,1,0,2,0,0,0,0,0,-,0,0,0,-
손호영,2루수,-0.005,2020.0,LG,1,0,3,0,0,0,0,0,-,0,0,0,-
김호은,1루수,-0.03,2020.0,LG,24,14,102 1/3,1,0,93,4,12,0.990,0,0,0,-
구본혁,3루수,-0.037,2020.0,LG,52,9,157 2/3,3,0,7,38,8,0.938,0,0,0,-
장준원,2루수,-0.056,2020.0,LG,2,0,6,1,0,0,1,0,0.500,0,0,0,-
홍창기,우익수,-0.059,2020.0,LG,33,22,210 1/3,0,0,46,1,0,1.000,0,0,0,-
전민수,우익수,-0.063,2020.0,LG,1,1,8,1,0,1,0,0,0.500,0,0,0,-
김용의,우익수,-0.071,2020.0,LG,3,0,6,0,0,2,0,0,1.000,0,0,0,-
백승현,유격수,-0.075,2020.0,LG,6,1,14,0,0,2,3,0,1.000,0,0,0,-
김용의,중견수,-0.085,2020.0,LG,3,0,4,0,0,0,0,0,-,0,0,0,-
이성우,포수,-0.111,2020.0,LG,68,20,236,1,0,198,12,1,0.995,1,23,5,17.9
박재욱,포수,-0.115,2020.0,LG,15,1,47,0,0,38,4,1,1.000,1,2,1,33.3
이재원,우익수,-0.134,2020.0,LG,11,5,43,1,0,10,0,0,0.909,0,0,0,-
유강남,포수,-0.144,2020.0,LG,134,123,1009 2/3,2,0,795,52,8,0.998,7,64,22,25.6
이형종,우익수,-0.146,2020.0,LG,41,34,306,0,0,68,0,0,1.000,0,0,0,-
김현수,1루수,-0.159,2020.0,LG,5,5,33 2/3,0,0,37,2,7,1.000,0,0,0,-
손호영,3루수,-0.247,2020.0,LG,12,8,62,2,0,2,8,0,0.833,0,0,0,-
김민성,3루수,-0.378,2020.0,LG,83,79,640,5,0,45,102,18,0.967,0,0,0,-
양석환,3루수,-0.43,2020.0,LG,24,21,164 1/3,4,0,8,24,3,0.889,0,0,0,-
채은성,우익수,-0.497,2020.0,LG,84,79,678 1/3,2,0,170,4,1,0.989,0,0,0,-
이천웅,중견수,-0.637,2020.0,LG,78,73,620,1,0,143,2,0,0.993,0,0,0,-
라모스,1루수,-0.799,2020.0,LG,104,103,827,6,0,799,57,84,0.993,0,0,0,-
정근우,2루수,-0.933,2020.0,LG,45,31,251,9,0,59,81,24,0.940,0,0,0,-
김현수,좌익수,-1.058,2020.0,LG,109,105,902,1,0,209,7,1,0.995,0,0,0,-
손호영,유격수,,2020.0,LG,2,0,4,0,0,0,2,0,1.000,0,0,0,-
백승현,2루수,,2020.0,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
이재원,좌익수,,2020.0,LG,2,0,2,0,0,0,0,0,-,0,0,0,-
김호은,우익수,,2020.0,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
최재원,좌익수,,2020.0,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
홍창기,1루수,,2020.0,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
이재원,중견수,,2020.0,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
김용의,좌익수,,2020.0,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
이천웅,좌익수,,2020.0,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
한석현,좌익수,,2020.0,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
김호은,중견수,,2020.0,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
최재원,1루수,,2020.0,LG,2,0,2,0,0,1,0,0,1.000,0,0,0,-
박지규,2루수,,2020.0,LG,3,0,4,0,0,3,2,1,1.000,0,0,0,-
박민우,2루수,1.918,2020.0,NC,123,116,943 2/3,10,0,250,278,71,0.981,0,0,0,-
노진혁,유격수,1.516,2020.0,NC,125,115,955 2/3,8,0,174,274,56,0.982,0,0,0,-
양의지,포수,1.381,2020.0,NC,106,97,792,2,2,645,47,4,0.997,5,32,24,42.9
김태군,포수,0.855,2020.0,NC,75,34,335 1/3,3,0,297,19,4,0.991,2,16,8,33.3
지석훈,2루수,0.397,2020.0,NC,25,14,127,1,0,34,39,14,0.986,0,0,0,-
지석훈,유격수,0.299,2020.0,NC,23,8,88,1,0,19,24,4,0.977,0,0,0,-
김성욱,중견수,0.279,2020.0,NC,27,7,94,0,0,29,0,0,1.0,0,0,0,-
지석훈,3루수,0.17,2020.0,NC,50,13,165 2/3,3,0,17,45,5,0.954,0,0,0,-
최정원,좌익수,0.149,2020.0,NC,5,1,15,0,0,5,0,0,1.0,0,0,0,-
권희동,우익수,0.129,2020.0,NC,65,56,453 2/3,1,0,105,7,1,0.991,0,0,0,-
도태훈,3루수,0.115,2020.0,NC,7,3,30,0,0,1,6,0,1.0,0,0,0,-
노진혁,3루수,0.104,2020.0,NC,17,4,46 1/3,1,0,5,12,3,0.944,0,0,0,-
김준완,중견수,0.089,2020.0,NC,15,5,53,0,0,19,1,0,1.0,0,0,0,-
권희동,좌익수,0.078,2020.0,NC,69,31,321 2/3,1,0,73,2,0,0.987,0,0,0,-
김형준,포수,0.067,2020.0,NC,38,13,164 1/3,1,0,142,10,1,0.993,2,1,4,80.0
이재율,좌익수,0.063,2020.0,NC,8,1,13,0,0,4,0,0,1.0,0,0,0,-
이상호,2루수,0.05,2020.0,NC,25,4,79,0,0,18,23,9,1.0,0,0,0,-
김성욱,좌익수,0.04,2020.0,NC,12,2,30 2/3,0,0,13,0,0,1.0,0,0,0,-
강진성,좌익수,0.032,2020.0,NC,5,1,12,0,0,3,0,0,1.0,0,0,0,-
박준영,3루수,0.031,2020.0,NC,2,1,10,0,0,2,2,0,1.000,0,0,0,-
김기환,좌익수,0.026,2020.0,NC,2,0,5,0,0,1,0,0,1.000,0,0,0,-
이재율,중견수,0.024,2020.0,NC,10,0,18,0,0,8,0,0,1.0,0,0,0,-
이상호,1루수,0.021,2020.0,NC,37,1,67 2/3,1,0,75,3,5,0.987,0,0,0,-
이명기,중견수,0.015,2020.0,NC,4,2,19,0,0,8,0,0,1.000,0,0,0,-
도태훈,1루수,0.012,2020.0,NC,2,0,2,0,0,3,0,0,1.000,0,0,0,-
유영준,3루수,0.009,2020.0,NC,3,0,5,0,0,1,1,0,1.000,0,0,0,-
김준완,우익수,0.009,2020.0,NC,24,9,95 2/3,0,0,19,2,1,1.0,0,0,0,-
강진성,우익수,0.004,2020.0,NC,4,2,20 2/3,0,0,6,0,0,1.000,0,0,0,-
김준완,좌익수,0.003,2020.0,NC,13,2,27 1/3,0,0,8,1,0,1.0,0,0,0,-
이상호,유격수,0.002,2020.0,NC,1,0,2,0,0,0,0,0,-,0,0,0,-
노진혁,1루수,-0.002,2020.0,NC,2,0,3,0,0,3,0,0,1.000,0,0,0,-
최정원,중견수,-0.006,2020.0,NC,4,0,5,0,0,4,0,0,1.000,0,0,0,-
서호철,3루수,-0.009,2020.0,NC,2,1,10,0,0,1,2,0,1.000,0,0,0,-
유영준,2루수,-0.028,2020.0,NC,2,0,5,0,0,0,1,0,1.000,0,0,0,-
지석훈,1루수,-0.029,2020.0,NC,1,0,2,0,0,2,0,1,1.000,0,0,0,-
이원재,1루수,-0.031,2020.0,NC,61,30,282 1/3,1,0,237,17,20,0.996,0,0,0,-
윤수강,포수,-0.045,2020.0,NC,3,0,5,0,0,3,0,0,1.000,1,0,0,-
이상호,3루수,-0.071,2020.0,NC,26,4,57 2/3,0,0,3,7,1,1.0,0,0,0,-
모창민,1루수,-0.08,2020.0,NC,30,18,146 2/3,2,0,121,11,14,0.985,0,0,0,-
권희동,중견수,-0.08,2020.0,NC,2,1,9,0,0,3,0,0,1.000,0,0,0,-
최정원,3루수,-0.098,2020.0,NC,2,1,7,1,0,1,0,0,0.500,0,0,0,-
최정원,2루수,-0.165,2020.0,NC,25,4,73,1,0,12,19,2,0.969,0,0,0,-
김성욱,우익수,-0.186,2020.0,NC,67,32,347,0,0,76,3,1,1.0,0,0,0,-
김찬형,3루수,-0.202,2020.0,NC,12,2,33 2/3,4,0,2,7,0,0.692,0,0,0,-
나성범,우익수,-0.217,2020.0,NC,50,45,379 2/3,0,0,87,2,1,1.0,0,0,0,-
박준영,유격수,-0.348,2020.0,NC,25,8,94,2,0,11,16,4,0.931,0,0,0,-
김찬형,유격수,-0.435,2020.0,NC,40,13,157,6,0,31,45,12,0.927,0,0,0,-
강진성,1루수,-0.437,2020.0,NC,111,95,793,4,0,647,46,70,0.994,0,0,0,-
이명기,좌익수,-0.478,2020.0,NC,114,105,856,1,0,178,6,0,0.995,0,0,0,-
박석민,3루수,-1.024,2020.0,NC,109,103,825 2/3,14,0,76,139,17,0.939,0,0,0,-
알테어,중견수,-1.148,2020.0,NC,131,129,1094 2/3,2,0,326,3,1,0.994,0,0,0,-
박시원,중견수,,2020.0,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
김성욱,3루수,,2020.0,NC,1,0,2/3,0,0,0,0,0,-,0,0,0,-
이원재,좌익수,,2020.0,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
모창민,3루수,,2020.0,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
김찬형,2루수,,2020.0,NC,4,0,5,0,0,0,1,0,1.000,0,0,0,-
도태훈,2루수,,2020.0,NC,2,0,3,0,0,0,0,0,-,0,0,0,-
