선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
김웅빈,3루수,4.0,2021,키움,56,42,364 2/3,4,0,32,77,9,0.965,0,0,0,-
이지영,포수,3.0,2021,키움,94,50,508 2/3,3,1,389,30,3,0.993,0,37,12,24.5
이정후,중견수,3.0,2021,키움,115,114,966 2/3,3,0,258,8,2,0.989,0,0,0,-
크레익,우익수,3.0,2021,키움,18,18,140,3,0,24,2,0,0.897,0,0,0,-
김휘집,유격수,2.0,2021,키움,9,3,30,2,0,9,8,3,0.895,0,0,0,-
송성문,2루수,2.0,2021,키움,35,28,251 2/3,2,0,75,88,26,0.988,0,0,0,-
이용규,좌익수,2.0,2021,키움,68,61,503 1/3,2,0,100,3,1,0.981,0,0,0,-
프레이타스,포수,1.0,2021,키움,9,9,55 1/3,1,1,36,5,0,0.976,1,6,2,25.0
김재현,포수,1.0,2021,키움,39,12,139,1,0,93,8,0,0.990,1,7,2,22.2
김수환,3루수,1.0,2021,키움,4,4,28 1/3,1,0,1,8,1,0.900,0,0,0,-
전병우,유격수,1.0,2021,키움,3,2,18,1,0,5,8,3,0.929,0,0,0,-
김휘집,2루수,1.0,2021,키움,7,1,14,1,0,1,5,1,0.857,0,0,0,-
송우현,우익수,1.0,2021,키움,67,64,561 1/3,1,0,113,5,1,0.992,0,0,0,-
이용규,우익수,1.0,2021,키움,62,55,438 1/3,1,0,93,1,0,0.989,0,0,0,-
김수환,1루수,1.0,2021,키움,8,7,59,1,0,50,2,7,0.981,0,0,0,-
김병휘,2루수,1.0,2021,키움,5,2,24,1,0,5,7,1,0.923,0,0,0,-
전병우,1루수,0.0,2021,키움,30,9,121,0,0,112,8,11,1.000,0,0,0,-
문찬종,2루수,0.0,2021,키움,5,2,21 1/3,0,0,6,7,0,1.000,0,0,0,-
허정협,우익수,0.0,2021,키움,2,0,8,0,0,1,0,0,1.000,0,0,0,-
박준태,좌익수,0.0,2021,키움,5,3,20,0,0,8,0,0,1.000,0,0,0,-
이명기,1루수,0.0,2021,키움,2,2,12,0,0,13,2,1,1.000,0,0,0,-
김병휘,유격수,0.0,2021,키움,3,0,3,0,0,0,2,1,1.000,0,0,0,-
박주홍,1루수,0.0,2021,키움,1,1,7,0,0,11,0,1,1.000,0,0,0,-
이용규,중견수,0.0,2021,키움,12,8,62,0,0,23,1,0,1.000,0,0,0,-
김은성,좌익수,0.0,2021,키움,6,5,44,0,0,17,0,0,1.000,0,0,0,-
신준우,3루수,0.0,2021,키움,2,0,2,0,0,0,1,0,1.000,0,0,0,-
박정음,중견수,0.0,2021,키움,17,0,27,0,0,10,0,0,1.000,0,0,0,-
예진원,우익수,0.0,2021,키움,9,1,27,0,0,4,0,0,1.000,0,0,0,-
크레익,1루수,0.0,2021,키움,29,26,226 2/3,0,0,232,17,27,1.000,0,0,0,-
임지열,좌익수,0.0,2021,키움,10,7,53,0,0,10,1,0,1.000,0,0,0,-
송성문,1루수,0.0,2021,키움,3,2,19,0,0,24,1,3,1.000,0,0,0,-
전병우,2루수,0.0,2021,키움,13,6,57 1/3,0,0,13,26,8,1.000,0,0,0,-
문찬종,3루수,0.0,2021,키움,2,1,10,0,0,0,3,0,1.000,0,0,0,-
프레이타스,1루수,0.0,2021,키움,1,1,6,0,0,5,2,1,1.000,0,0,0,-
예진원,좌익수,0.0,2021,키움,24,15,126,0,0,38,1,0,1.000,0,0,0,-
변상권,좌익수,0.0,2021,키움,58,41,360 2/3,0,0,96,2,1,1.000,0,0,0,-
박준태,중견수,0.0,2021,키움,10,4,45,0,0,14,0,0,1.000,0,0,0,-
김주형,2루수,0.0,2021,키움,3,0,4,0,0,1,0,0,1.000,0,0,0,-
문찬종,1루수,0.0,2021,키움,2,0,2,0,0,1,0,0,1.000,0,0,0,-
허정협,좌익수,0.0,2021,키움,13,6,61,0,0,19,0,0,1.000,0,0,0,-
박주홍,좌익수,0.0,2021,키움,11,5,53,0,0,20,0,0,1.000,0,0,0,-
박정음,우익수,0.0,2021,키움,11,0,15 2/3,0,0,4,0,0,1.000,0,0,0,-
임지열,우익수,0.0,2021,키움,2,0,2,0,0,0,0,0,-,0,0,0,-
문찬종,유격수,0.0,2021,키움,3,0,7,0,0,2,4,2,1.000,0,0,0,-
신준우,2루수,0.0,2021,키움,22,0,33 1/3,0,0,10,10,2,1.000,0,0,0,-
박정음,좌익수,0.0,2021,키움,19,1,41 1/3,0,0,16,0,0,1.000,0,0,0,-
예진원,중견수,0.0,2021,키움,22,18,150 2/3,0,0,40,2,0,1.000,0,0,0,-
이주형,좌익수,0.0,2021,키움,1,0,1,0,0,0,0,0,-,0,0,0,-
변상권,중견수,0.0,2021,키움,7,0,12,0,0,2,0,0,1.000,0,0,0,-
박준태,우익수,0.0,2021,키움,16,6,71,0,0,17,0,0,1.000,0,0,0,-
김주형,3루수,0.0,2021,키움,1,1,9,0,0,1,1,0,1.000,0,0,0,-
강승호,2루수,1.639,2021,두산,103,82,686 1/3,5,0,137,226,46,0.986,0,0,0,-
김인태,우익수,0.815,2021,두산,83,75,536,0,0,145,4,2,1.000,0,0,0,-
박계범,유격수,0.72,2021,두산,64,43,374 1/3,1,0,70,87,21,0.994,0,0,0,-
박세혁,포수,0.627,2021,두산,96,73,575 1/3,4,2,495,51,1,0.993,2,39,19,32.8
김재호,유격수,0.598,2021,두산,83,63,543,4,0,108,150,41,0.985,0,0,0,-
조수행,중견수,0.507,2021,두산,36,9,140,1,0,61,1,0,0.984,0,0,0,-
안재석,유격수,0.286,2021,두산,61,37,340,9,0,67,97,22,0.948,0,0,0,-
안권수,우익수,0.216,2021,두산,52,3,107 1/3,0,0,27,0,0,1.000,0,0,0,-
김인태,좌익수,0.179,2021,두산,38,18,188,0,0,40,1,1,1.000,0,0,0,-
박지훈,유격수,0.177,2021,두산,1,0,4,0,0,3,1,0,1.000,0,0,0,-
강승호,1루수,0.143,2021,두산,17,0,22,0,0,12,5,2,1.000,0,0,0,-
백동훈,중견수,0.142,2021,두산,2,2,8,0,0,5,0,0,1.000,0,0,0,-
오재원,1루수,0.095,2021,두산,14,2,40 1/3,0,0,30,3,4,1.000,0,0,0,-
권민석,2루수,0.094,2021,두산,6,0,19,0,0,5,4,2,1.000,0,0,0,-
안재석,3루수,0.08,2021,두산,9,3,33,1,0,4,8,1,0.923,0,0,0,-
안재석,2루수,0.074,2021,두산,24,15,108 1/3,3,0,25,33,6,0.951,0,0,0,-
김인태,1루수,0.073,2021,두산,1,0,2,0,0,3,0,0,1.000,0,0,0,-
정수빈,중견수,0.072,2021,두산,103,77,731 2/3,1,0,218,4,1,0.996,0,0,0,-
박지훈,1루수,0.067,2021,두산,14,0,20 2/3,0,0,20,3,1,1.000,0,0,0,-
안권수,중견수,0.056,2021,두산,11,1,27 1/3,0,0,6,0,0,1.000,0,0,0,-
오재원,2루수,0.055,2021,두산,28,10,125 1/3,2,0,32,47,12,0.975,0,0,0,-
박계범,3루수,0.049,2021,두산,27,18,140 2/3,2,0,18,21,1,0.951,0,0,0,-
권민석,3루수,0.036,2021,두산,10,0,19,1,0,5,2,0,0.875,0,0,0,-
전민재,3루수,0.026,2021,두산,3,0,6,0,0,0,1,0,1.000,0,0,0,-
박지훈,3루수,0.016,2021,두산,6,0,9,0,0,1,1,0,1.000,0,0,0,-
국해성,우익수,0.01,2021,두산,3,1,13,0,0,2,0,0,1.000,0,0,0,-
김민혁,3루수,-0.001,2021,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
김민혁,1루수,-0.002,2021,두산,1,0,2,0,0,2,0,1,1.000,0,0,0,-
오명진,2루수,-0.008,2021,두산,1,0,1,0,0,1,0,0,1.000,0,0,0,-
서예일,3루수,-0.014,2021,두산,3,1,7,1,0,0,2,0,0.667,0,0,0,-
강승호,유격수,-0.03,2021,두산,1,0,4,2,0,2,1,0,0.600,0,0,0,-
강승호,3루수,-0.036,2021,두산,12,4,49,1,0,8,10,0,0.947,0,0,0,-
권민석,1루수,-0.037,2021,두산,11,0,14,0,0,7,0,1,1.000,0,0,0,-
신성현,1루수,-0.054,2021,두산,6,0,13,0,0,10,2,2,1.000,0,0,0,-
안권수,좌익수,-0.066,2021,두산,18,0,32,0,0,6,1,0,1.000,0,0,0,-
전민재,2루수,-0.067,2021,두산,4,0,6,1,0,3,0,0,0.750,0,0,0,-
황경태,2루수,-0.068,2021,두산,1,0,4,1,0,2,0,0,0.667,0,0,0,-
장승현,포수,-0.077,2021,두산,91,57,505,4,0,429,33,5,0.991,7,30,16,34.8
조수행,좌익수,-0.081,2021,두산,52,1,99 1/3,0,0,27,0,0,1.000,0,0,0,-
박지훈,우익수,-0.09,2021,두산,1,1,2,0,0,0,0,0,-,0,0,0,-
최용제,포수,-0.094,2021,두산,49,14,189,4,0,136,20,2,0.975,1,14,6,30.0
조수행,우익수,-0.166,2021,두산,15,1,36 2/3,0,0,11,0,0,1.000,0,0,0,-
신성현,3루수,-0.173,2021,두산,2,2,17,0,0,2,4,1,1.000,0,0,0,-
박계범,2루수,-0.182,2021,두산,56,36,316 1/3,8,0,73,105,27,0.957,0,0,0,-
오명진,3루수,-0.185,2021,두산,1,0,3,0,0,0,0,0,-,0,0,0,-
박건우,중견수,-0.268,2021,두산,57,55,361 1/3,1,0,109,0,0,0.991,0,0,0,-
박건우,우익수,-0.284,2021,두산,88,63,571 2/3,0,0,129,3,1,1.000,0,0,0,-
페르난데스,1루수,-0.561,2021,두산,18,17,140,3,0,107,5,9,0.974,0,0,0,-
김재환,좌익수,-1.475,2021,두산,126,125,948,4,0,199,4,0,0.981,0,0,0,-
양석환,1루수,-1.899,2021,두산,127,125,1014 1/3,8,0,854,57,92,0.991,0,0,0,-
허경민,3루수,-2.361,2021,두산,130,116,984 2/3,8,0,92,161,21,0.969,0,0,0,-
백동훈,좌익수,,2021,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
권민석,좌익수,,2021,두산,1,0,1,0,0,1,0,0,1.000,0,0,0,-
서예일,유격수,,2021,두산,1,0,2,0,0,1,0,0,1.000,0,0,0,-
서예일,2루수,,2021,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
오재원,중견수,,2021,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
권민석,유격수,,2021,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
박지훈,2루수,,2021,두산,1,0,2,0,0,0,0,0,-,0,0,0,-
백동훈,우익수,,2021,두산,2,0,1 1/3,0,0,1,0,0,1.000,0,0,0,-
오재원,우익수,,2021,두산,1,0,1 1/3,0,0,0,1,0,1.000,0,0,0,-
최용제,1루수,,2021,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
강민호,포수,1.144,2021,삼성,119,110,934,7,0,800,49,5,0.992,3,40,11,21.6
박해민,중견수,0.784,2021,삼성,125,119,989 2/3,1,0,280,2,1,0.996,0,0,0,-
박승규,좌익수,0.489,2021,삼성,18,9,93 1/3,0,0,32,0,0,1.0,0,0,0,-
김지찬,2루수,0.26,2021,삼성,36,10,130,3,0,27,44,10,0.959,0,0,0,-
구자욱,우익수,0.235,2021,삼성,130,130,1085,3,0,247,9,3,0.988,0,0,0,-
박승규,중견수,0.226,2021,삼성,22,4,62 1/3,0,0,24,0,0,1.0,0,0,0,-
김헌곤,우익수,0.153,2021,삼성,19,13,125 1/3,0,0,31,0,0,1.0,0,0,0,-
김도환,포수,0.131,2021,삼성,25,13,113 2/3,1,0,88,3,1,0.989,1,5,0,0.0
김성윤,우익수,0.069,2021,삼성,8,1,23,1,0,7,0,0,0.875,0,0,0,-
김현준,우익수,0.064,2021,삼성,6,0,9 2/3,0,0,5,0,0,1.0,0,0,0,-
박승규,우익수,0.061,2021,삼성,5,0,10,0,0,1,0,0,1.0,0,0,0,-
김민수,포수,0.056,2021,삼성,46,19,201 1/3,3,0,176,13,1,0.984,1,13,6,31.6
김호재,2루수,0.023,2021,삼성,6,0,12 1/3,0,0,0,4,1,1.0,0,0,0,-
김현준,좌익수,0.019,2021,삼성,4,0,6,0,0,2,0,0,1.000,0,0,0,-
김상수,2루수,0.017,2021,삼성,130,125,1039,12,0,241,359,84,0.98,0,0,0,-
권정웅,포수,0.004,2021,삼성,2,1,3,0,0,2,0,0,1.000,0,0,0,-
오선진,2루수,0.001,2021,삼성,2,0,3,0,0,1,1,1,1.000,0,0,0,-
김지찬,3루수,0.001,2021,삼성,5,4,33,1,0,0,11,0,0.917,0,0,0,-
김응민,포수,-0.001,2021,삼성,1,1,7,0,0,4,0,0,1.000,0,3,0,0.0
김호재,3루수,-0.004,2021,삼성,27,2,56,0,0,5,10,2,1.0,0,0,0,-
김지찬,유격수,-0.026,2021,삼성,90,73,599 1/3,15,0,90,172,34,0.946,0,0,0,-
김호재,유격수,-0.037,2021,삼성,12,3,35,1,0,3,9,2,0.923,0,0,0,-
송준석,좌익수,-0.042,2021,삼성,13,12,90,0,0,24,0,0,1.0,0,0,0,-
최영진,3루수,-0.046,2021,삼성,17,5,63,0,0,8,12,4,1.0,0,0,0,-
김호재,1루수,-0.056,2021,삼성,35,8,109 2/3,1,0,88,8,5,0.99,0,0,0,-
강한울,2루수,-0.077,2021,삼성,17,9,73 2/3,1,0,15,17,6,0.97,0,0,0,-
이원석,3루수,-0.08,2021,삼성,103,103,742,4,0,43,129,16,0.977,0,0,0,-
김성표,중견수,-0.085,2021,삼성,20,3,65 1/3,1,0,17,0,0,0.944,0,0,0,-
이학주,유격수,-0.116,2021,삼성,64,46,401 2/3,11,0,81,131,24,0.951,0,0,0,-
박해민,1루수,-0.119,2021,삼성,4,1,14 2/3,0,0,14,0,3,1.000,0,0,0,-
강한울,유격수,-0.149,2021,삼성,23,11,112,1,0,22,30,11,0.981,0,0,0,-
최영진,1루수,-0.187,2021,삼성,21,4,59 2/3,0,0,53,7,4,1.0,0,0,0,-
김성윤,중견수,-0.188,2021,삼성,6,2,19 2/3,0,0,4,0,0,1.0,0,0,0,-
이원석,1루수,-0.195,2021,삼성,20,17,128,1,0,103,7,11,0.991,0,0,0,-
김성윤,좌익수,-0.198,2021,삼성,7,0,9,1,0,0,0,0,0.0,0,0,0,-
김동엽,좌익수,-0.223,2021,삼성,36,25,193 2/3,1,0,39,1,0,0.976,0,0,0,-
강한울,3루수,-0.248,2021,삼성,82,30,365,7,0,27,63,6,0.928,0,0,0,-
오선진,유격수,-0.249,2021,삼성,21,10,111,2,0,20,22,4,0.955,0,0,0,-
김헌곤,좌익수,-0.301,2021,삼성,93,61,569,1,0,130,6,1,0.993,0,0,0,-
오재일,1루수,-0.317,2021,삼성,117,113,936,2,0,864,50,95,0.998,0,0,0,-
김헌곤,중견수,-0.389,2021,삼성,23,16,120,0,0,24,2,0,1.0,0,0,0,-
피렐라,좌익수,-0.46,2021,삼성,38,37,295 1/3,0,0,61,2,1,1.0,0,0,0,-
이태훈,1루수,,2021,삼성,1,0,1,0,0,0,0,0,-,0,0,0,-
안주형,2루수,,2021,삼성,1,0,1,0,0,0,1,1,1.000,0,0,0,-
김성표,우익수,,2021,삼성,3,0,4,0,0,0,0,0,-,0,0,0,-
송준석,우익수,,2021,삼성,1,0,2,0,0,0,0,0,-,0,0,0,-
김현준,중견수,,2021,삼성,1,0,2,0,0,1,0,0,1.000,0,0,0,-
백승민,1루수,,2021,삼성,3,0,5,0,0,3,0,0,1.000,0,0,0,-
김성표,좌익수,,2021,삼성,2,0,2 2/3,0,0,0,0,0,-,0,0,0,-
박성한,유격수,1.315,2021,SSG,129,111,993 2/3,23,0,194,313,75,0.957,0,0,0,-
최지훈,중견수,0.989,2021,SSG,105,98,670 1/3,1,0,216,5,1,0.995,0,0,0,-
이재원,포수,0.721,2021,SSG,104,80,678 2/3,7,0,551,38,6,0.988,9,59,20,25.3
김성현,2루수,0.452,2021,SSG,73,33,357,3,0,86,119,31,0.986,0,0,0,-
최주환,2루수,0.341,2021,SSG,74,69,553 2/3,8,0,130,173,40,0.974,0,0,0,-
최정,3루수,0.327,2021,SSG,128,123,1029,12,0,83,209,24,0.961,0,0,0,-
오태곤,좌익수,0.231,2021,SSG,54,24,248 1/3,0,0,63,3,1,1.0,0,0,0,-
이현석,포수,0.198,2021,SSG,38,25,220,2,0,184,15,2,0.99,1,21,6,22.2
김강민,중견수,0.176,2021,SSG,116,40,566 1/3,2,0,149,6,3,0.987,0,0,0,-
김찬형,2루수,0.169,2021,SSG,34,17,160 1/3,0,0,27,64,12,1.0,0,0,0,-
김성현,3루수,0.12,2021,SSG,7,5,44,0,0,1,7,1,1.000,0,0,0,-
안상현,2루수,0.072,2021,SSG,20,9,82,2,0,22,25,3,0.959,0,0,0,-
김창평,좌익수,0.064,2021,SSG,7,2,23,0,0,3,0,0,1.000,0,0,0,-
김창평,유격수,0.063,2021,SSG,3,0,6,0,0,1,2,0,1.000,0,0,0,-
최항,2루수,0.054,2021,SSG,17,14,99 1/3,3,0,30,28,4,0.951,0,0,0,-
최항,3루수,0.03,2021,SSG,2,1,7,0,0,1,4,1,1.000,0,0,0,-
오준혁,좌익수,0.026,2021,SSG,4,1,12,0,0,3,0,0,1.000,0,0,0,-
김규남,우익수,0.01,2021,SSG,1,0,3,0,0,1,0,0,1.000,0,0,0,-
안상현,유격수,0.002,2021,SSG,3,0,3,0,0,0,0,0,-,0,0,0,-
정상호,포수,0.001,2021,SSG,3,1,9,1,0,4,0,0,0.800,0,1,0,0.0
최항,1루수,0.001,2021,SSG,4,0,5 2/3,0,0,4,0,2,1.000,0,0,0,-
오태곤,3루수,0.0,2021,SSG,2,0,3,0,0,0,0,0,-,0,0,0,-
유서준,중견수,0.0,2021,SSG,1,0,2,0,0,0,0,0,-,0,0,0,-
이흥련,포수,-0.001,2021,SSG,87,38,369,1,0,301,22,4,0.997,2,24,7,22.6
김규남,좌익수,-0.022,2021,SSG,2,2,11,0,0,3,0,0,1.000,0,0,0,-
김창평,우익수,-0.03,2021,SSG,6,0,8 2/3,0,0,1,0,0,1.000,0,0,0,-
김창평,2루수,-0.03,2021,SSG,3,0,5,0,0,2,0,0,1.000,0,0,0,-
김창평,중견수,-0.038,2021,SSG,1,1,8,0,0,4,0,0,1.000,0,0,0,-
오태곤,중견수,-0.069,2021,SSG,3,2,16,0,0,2,0,0,1.000,0,0,0,-
오태곤,우익수,-0.075,2021,SSG,8,2,22 2/3,1,0,4,0,0,0.800,0,0,0,-
최지훈,우익수,-0.079,2021,SSG,34,10,139 1/3,1,0,29,1,0,0.968,0,0,0,-
한유섬,좌익수,-0.089,2021,SSG,39,36,279,1,0,55,0,0,0.982,0,0,0,-
김창평,3루수,-0.091,2021,SSG,3,1,10,0,0,0,2,0,1.000,0,0,0,-
남태혁,1루수,-0.091,2021,SSG,6,3,23,2,0,21,0,2,0.913,0,0,0,-
정의윤,좌익수,-0.104,2021,SSG,22,20,138,0,0,33,1,0,1.000,0,0,0,-
오준혁,우익수,-0.115,2021,SSG,4,1,10,0,0,2,0,0,1.000,0,0,0,-
최지훈,좌익수,-0.13,2021,SSG,74,9,244 1/3,0,0,57,1,0,1.0,0,0,0,-
최주환,1루수,-0.153,2021,SSG,32,28,218 2/3,3,0,197,24,7,0.987,0,0,0,-
박성한,2루수,-0.174,2021,SSG,8,1,14,0,0,5,2,0,1.000,0,0,0,-
김성현,유격수,-0.189,2021,SSG,40,29,242 1/3,5,0,29,73,8,0.953,0,0,0,-
김찬형,유격수,-0.235,2021,SSG,15,8,59 1/3,2,0,13,17,2,0.938,0,0,0,-
오태곤,1루수,-0.24,2021,SSG,61,20,257 1/3,2,0,251,21,29,0.993,0,0,0,-
김찬형,3루수,-0.279,2021,SSG,40,11,159 2/3,2,0,15,28,1,0.956,0,0,0,-
한유섬,우익수,-0.302,2021,SSG,87,73,632 2/3,1,0,168,5,2,0.994,0,0,0,-
이정범,좌익수,-0.465,2021,SSG,17,17,107,1,0,19,1,0,0.952,0,0,0,-
정의윤,우익수,-0.478,2021,SSG,15,11,84,0,0,12,1,0,1.000,0,0,0,-
로맥,1루수,-0.729,2021,SSG,100,93,770,2,0,690,41,67,0.997,0,0,0,-
추신수,우익수,-0.78,2021,SSG,47,47,372 1/3,1,0,79,0,0,0.988,0,0,0,-
고종욱,좌익수,-0.991,2021,SSG,40,33,214,1,0,27,1,1,0.966,0,0,0,-
고명준,1루수,,2021,SSG,1,0,1,0,0,1,1,0,1.000,0,0,0,-
이정범,우익수,,2021,SSG,2,0,2,0,0,0,0,0,-,0,0,0,-
김찬형,1루수,,2021,SSG,1,0,1,0,0,0,0,0,-,0,0,0,-
유서준,우익수,,2021,SSG,2,0,2,0,0,2,0,0,1.000,0,0,0,-
김태군,포수,1.502,2021,NC,100,76,666,6,0,568,48,9,0.99,1,47,18,27.7
박민우,2루수,1.07,2021,NC,49,48,384,3,0,103,109,22,0.986,0,0,0,-
노진혁,유격수,0.58,2021,NC,65,61,503 2/3,5,0,84,136,29,0.978,0,0,0,-
최정원,2루수,0.498,2021,NC,65,56,451 1/3,7,0,92,133,19,0.97,0,0,0,-
알테어,중견수,0.471,2021,NC,134,129,1078 2/3,2,0,319,4,2,0.994,0,0,0,-
김주원,유격수,0.403,2021,NC,51,40,346 1/3,10,0,73,97,17,0.944,0,0,0,-
김주원,2루수,0.224,2021,NC,28,13,121 1/3,2,0,23,42,7,0.970,0,0,0,-
최승민,좌익수,0.209,2021,NC,15,3,43,0,0,14,0,0,1.000,0,0,0,-
지석훈,3루수,0.188,2021,NC,5,1,19,0,0,5,6,0,1.000,0,0,0,-
박준영,3루수,0.161,2021,NC,65,39,353 2/3,3,0,31,65,10,0.97,0,0,0,-
박석민,3루수,0.12,2021,NC,47,44,330 2/3,8,0,29,81,5,0.932,0,0,0,-
최정원,좌익수,0.118,2021,NC,5,1,15 2/3,0,0,7,0,0,1.000,0,0,0,-
이재율,좌익수,0.098,2021,NC,7,2,26,0,0,5,0,0,1.000,0,0,0,-
김기환,좌익수,0.077,2021,NC,55,37,318,2,0,73,1,0,0.974,0,0,0,-
