선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
백동훈,중견수,0.085,2019,두산,12,5,52 1/3,0,0,21,0,0,1.000,0,0,0,-
류지혁,1루수,0.076,2019,두산,17,0,27 1/3,0,0,20,6,2,1.000,0,0,0,-
국해성,좌익수,0.064,2019,두산,2,2,13,0,0,5,0,0,1.000,0,0,0,-
정병곤,3루수,0.036,2019,두산,2,0,6,0,0,1,1,0,1.000,0,0,0,-
최주환,1루수,0.025,2019,두산,3,3,25,1,0,25,0,4,0.962,0,0,0,-
허경민,2루수,0.006,2019,두산,1,0,2,0,0,2,2,2,1.000,0,0,0,-
신성현,3루수,-0.007,2019,두산,4,0,7,0,0,1,1,0,1.000,0,0,0,-
서예일,3루수,-0.008,2019,두산,2,0,8,0,0,1,1,0,1.000,0,0,0,-
이유찬,3루수,-0.014,2019,두산,4,1,10 2/3,0,0,0,1,0,1.000,0,0,0,-
신성현,우익수,-0.015,2019,두산,4,1,14,0,0,4,0,0,1.000,0,0,0,-
신성현,2루수,-0.029,2019,두산,1,1,4 2/3,1,0,2,2,0,0.800,0,0,0,-
오재원,1루수,-0.029,2019,두산,2,0,3 1/3,0,0,4,0,0,1.000,0,0,0,-
박유연,포수,-0.03,2019,두산,2,0,2,0,0,2,0,0,1.000,1,0,0,-
정병곤,유격수,-0.056,2019,두산,3,2,21,1,0,3,7,0,0.909,0,0,0,-
류지혁,유격수,-0.065,2019,두산,54,26,266,8,0,43,77,21,0.938,0,0,0,-
류지혁,우익수,-0.069,2019,두산,1,0,6,0,0,0,0,0,-,0,0,0,-
신성현,좌익수,-0.073,2019,두산,4,1,10 2/3,0,0,2,0,0,1.000,0,0,0,-
이유찬,2루수,-0.081,2019,두산,9,2,23,1,0,5,9,0,0.933,0,0,0,-
박건우,중견수,-0.107,2019,두산,11,8,55,0,0,17,0,0,1.000,0,0,0,-
오재일,1루수,-0.158,2019,두산,126,119,1044,4,0,1031,76,100,0.996,0,0,0,-
국해성,우익수,-0.194,2019,두산,12,8,66,2,0,13,0,0,0.867,0,0,0,-
정진호,우익수,-0.225,2019,두산,22,10,104,0,0,24,1,0,1.000,0,0,0,-
김경호,중견수,-0.324,2019,두산,7,3,23 2/3,0,0,6,0,0,1.000,0,0,0,-
최주환,3루수,-0.337,2019,두산,4,2,23,0,0,0,4,0,1.000,0,0,0,-
페르난데스,1루수,-0.36,2019,두산,15,15,117,3,0,105,3,14,0.973,0,0,0,-
오재원,2루수,-0.926,2019,두산,88,44,480 2/3,7,0,122,160,45,0.976,0,0,0,-
김재환,좌익수,-0.949,2019,두산,124,124,1010,0,0,228,5,1,1.000,0,0,0,-
박해민,중견수,2.339,2019,삼성,140,129,1147,2,0,385,7,3,0.995,0,0,0,-
강민호,포수,1.432,2019,삼성,109,104,842,8,1,660,48,7,0.989,3,63,23,26.7
이학주,유격수,1.052,2019,삼성,116,110,935 1/3,19,0,155,281,67,0.958,0,0,0,-
구자욱,우익수,0.293,2019,삼성,104,103,870 1/3,2,0,218,8,1,0.991,0,0,0,-
김성훈,2루수,0.285,2019,삼성,27,8,104 1/3,1,0,27,36,9,0.984,0,0,0,-
김호재,유격수,0.168,2019,삼성,10,2,31,0,0,8,10,6,1.0,0,0,0,-
김헌곤,좌익수,0.126,2019,삼성,109,104,909,0,0,213,8,2,1.0,0,0,0,-
박승규,중견수,0.125,2019,삼성,6,6,33,0,0,13,0,0,1.0,0,0,0,-
최선호,좌익수,0.12,2019,삼성,5,0,20,0,0,8,0,0,1.0,0,0,0,-
김상수,2루수,0.12,2019,삼성,121,117,993,10,0,235,328,75,0.983,0,0,0,-
김호재,2루수,0.119,2019,삼성,9,2,29,0,0,7,8,4,1.0,0,0,0,-
이성곤,우익수,0.113,2019,삼성,5,4,31,0,0,11,1,0,1.0,0,0,0,-
박계범,3루수,0.098,2019,삼성,16,11,99 2/3,2,0,11,17,2,0.933,0,0,0,-
최선호,우익수,0.094,2019,삼성,6,0,7,0,0,4,0,0,1.0,0,0,0,-
박찬도,좌익수,0.091,2019,삼성,4,0,11 2/3,0,0,1,0,0,1.0,0,0,0,-
송준석,좌익수,0.075,2019,삼성,12,8,62,0,0,13,0,0,1.0,0,0,0,-
박승규,좌익수,0.061,2019,삼성,4,1,10,0,0,2,0,0,1.0,0,0,0,-
김성훈,유격수,0.039,2019,삼성,11,3,50 1/3,1,0,14,13,5,0.964,0,0,0,-
박해민,1루수,0.037,2019,삼성,4,1,15 1/3,0,0,8,4,2,1.0,0,0,0,-
송준석,중견수,0.029,2019,삼성,5,1,12,0,0,4,0,0,1.0,0,0,0,-
윌리엄슨,중견수,0.024,2019,삼성,2,2,16,0,0,6,0,0,1.0,0,0,0,-
이성규,2루수,0.022,2019,삼성,1,1,8,1,0,1,8,1,0.9,0,0,0,-
김성훈,3루수,0.022,2019,삼성,14,2,36,1,0,3,7,0,0.909,0,0,0,-
김재현,2루수,0.021,2019,삼성,2,1,8,0,0,0,2,0,1.0,0,0,0,-
이학주,1루수,0.003,2019,삼성,1,0,3,0,0,4,0,0,1.0,0,0,0,-
김응민,포수,0.0,2019,삼성,8,2,29 1/3,0,0,24,1,0,1.0,1,0,0,-
박승규,우익수,-0.002,2019,삼성,5,0,19,0,0,2,0,0,1.0,0,0,0,-
이성곤,좌익수,-0.023,2019,삼성,2,1,9,0,0,2,0,0,1.0,0,0,0,-
김민수,포수,-0.026,2019,삼성,29,8,104 1/3,0,0,67,7,1,1.0,3,6,2,25.0
김헌곤,중견수,-0.037,2019,삼성,8,5,53,0,0,10,0,0,1.0,0,0,0,-
김호재,3루수,-0.038,2019,삼성,8,1,19,0,0,0,2,0,1.0,0,0,0,-
박한이,우익수,-0.041,2019,삼성,7,4,45,0,0,7,0,0,1.0,0,0,0,-
손주인,3루수,-0.072,2019,삼성,4,2,18,0,0,0,2,0,1.0,0,0,0,-
손주인,1루수,-0.073,2019,삼성,5,4,35 2/3,2,0,36,0,7,0.947,0,0,0,-
이성규,3루수,-0.075,2019,삼성,6,5,36,2,0,7,5,1,0.857,0,0,0,-
김헌곤,우익수,-0.08,2019,삼성,1,1,8,0,0,1,0,0,1.0,0,0,0,-
이현동,우익수,-0.081,2019,삼성,1,1,7,1,0,2,0,0,0.667,0,0,0,-
박찬도,중견수,-0.083,2019,삼성,6,0,11 1/3,0,0,2,0,0,1.0,0,0,0,-
박한이,좌익수,-0.1,2019,삼성,5,3,19 1/3,1,0,7,0,0,0.875,0,0,0,-
공민규,1루수,-0.117,2019,삼성,17,14,119,2,0,86,8,6,0.979,0,0,0,-
이성규,유격수,-0.127,2019,삼성,5,4,38,0,0,7,8,4,1.0,0,0,0,-
박계범,2루수,-0.13,2019,삼성,15,11,98,2,0,19,16,6,0.946,0,0,0,-
김동엽,좌익수,-0.133,2019,삼성,18,14,130 1/3,1,0,30,0,0,0.968,0,0,0,-
박찬도,우익수,-0.152,2019,삼성,17,6,69 2/3,0,0,16,0,0,1.0,0,0,0,-
백승민,1루수,-0.156,2019,삼성,8,5,53,1,0,57,3,7,0.984,0,0,0,-
김도환,포수,-0.173,2019,삼성,61,30,299 2/3,1,0,202,16,2,0.995,2,21,4,16.0
박계범,유격수,-0.216,2019,삼성,28,25,217 2/3,5,0,47,72,17,0.96,0,0,0,-
최영진,1루수,-0.266,2019,삼성,42,29,269,4,0,263,22,36,0.986,0,0,0,-
손주인,2루수,-0.268,2019,삼성,8,4,35,2,0,11,13,4,0.923,0,0,0,-
송준석,우익수,-0.287,2019,삼성,8,4,42,1,0,19,0,0,0.95,0,0,0,-
오지환,유격수,3.732,2019,LG,134,131,1101,12,0,214,402,100,0.981,0,0,0,-
유강남,포수,1.313,2019,LG,128,115,968 1/3,7,0,757,61,9,0.992,5,84,25,22.9
정주현,2루수,1.023,2019,LG,128,124,972,13,0,209,307,77,0.975,0,0,0,-
이형종,우익수,0.955,2019,LG,37,30,268,0,0,85,5,1,1.0,0,0,0,-
이성우,포수,0.701,2019,LG,53,19,210,3,0,143,16,0,0.981,0,23,8,25.8
조셉,1루수,0.367,2019,LG,45,44,357,4,0,352,33,36,0.99,0,0,0,-
김용의,1루수,0.317,2019,LG,96,40,481,5,0,452,41,37,0.99,0,0,0,-
윤진호,2루수,0.271,2019,LG,51,0,101,0,0,25,41,11,1.0,0,0,0,-
이형종,중견수,0.219,2019,LG,28,21,170 1/3,0,0,53,0,0,1.0,0,0,0,-
윤진호,3루수,0.177,2019,LG,39,2,100,1,0,4,21,2,0.962,0,0,0,-
전준호,포수,0.174,2019,LG,8,2,24,0,0,20,0,0,1.0,0,0,0,-
구본혁,유격수,0.17,2019,LG,25,9,111,1,0,13,47,6,0.984,0,0,0,-
김민성,3루수,0.165,2019,LG,105,104,841 2/3,6,0,61,177,12,0.975,0,0,0,-
페게로,좌익수,0.117,2019,LG,2,2,12,0,0,4,0,0,1.0,0,0,0,-
박용택,좌익수,0.078,2019,LG,3,3,24 2/3,0,0,4,0,0,1.0,0,0,0,-
백승현,유격수,0.056,2019,LG,5,2,22,0,0,4,8,1,1.0,0,0,0,-
백승현,2루수,0.056,2019,LG,4,3,21,0,0,8,6,1,1.0,0,0,0,-
양종민,1루수,0.041,2019,LG,3,3,20,0,0,17,4,1,1.0,0,0,0,-
신민재,3루수,0.039,2019,LG,2,0,3,0,0,1,1,0,1.0,0,0,0,-
홍창기,우익수,0.037,2019,LG,7,1,20,0,0,6,0,0,1.0,0,0,0,-
전민수,우익수,0.03,2019,LG,16,5,66,0,0,19,2,0,1.0,0,0,0,-
홍창기,좌익수,0.009,2019,LG,7,0,17,0,0,5,1,0,1.0,0,0,0,-
김재성,포수,0.006,2019,LG,3,2,17,0,0,16,2,1,1.0,0,1,1,50.0
김재율,3루수,0.005,2019,LG,4,4,19,0,0,1,6,0,1.0,0,0,0,-
양종민,3루수,0.0,2019,LG,13,11,92 2/3,4,0,5,22,0,0.871,0,0,0,-
이형종,1루수,-0.002,2019,LG,2,0,3,0,0,1,0,1,1.0,0,0,0,-
홍창기,중견수,-0.011,2019,LG,6,1,15,0,0,1,0,0,1.0,0,0,0,-
페게로,우익수,-0.023,2019,LG,8,3,32,0,0,6,1,1,1.0,0,0,0,-
박지규,3루수,-0.028,2019,LG,3,1,10,0,0,1,0,1,1.0,0,0,0,-
정상호,포수,-0.046,2019,LG,21,6,64,0,0,47,4,0,1.0,2,7,0,0.0
구본혁,2루수,-0.053,2019,LG,7,0,14 1/3,0,0,4,5,1,1.0,0,0,0,-
양종민,2루수,-0.058,2019,LG,2,0,7,0,0,0,1,0,1.0,0,0,0,-
구본혁,3루수,-0.066,2019,LG,32,16,148,0,0,7,26,3,1.0,0,0,0,-
신민재,중견수,-0.07,2019,LG,25,1,53 1/3,0,0,18,0,0,1.0,0,0,0,-
전민수,중견수,-0.078,2019,LG,3,0,4,0,0,1,0,0,1.0,0,0,0,-
신민재,2루수,-0.081,2019,LG,32,13,133,0,0,37,45,13,1.0,0,0,0,-
이천웅,우익수,-0.088,2019,LG,4,0,9,0,0,3,0,0,1.0,0,0,0,-
류형우,1루수,-0.092,2019,LG,3,3,18,0,0,16,1,2,1.0,0,0,0,-
서상우,1루수,-0.092,2019,LG,2,0,6,0,0,5,0,0,1.0,0,0,0,-
이천웅,좌익수,-0.097,2019,LG,6,3,21 2/3,0,0,5,0,0,1.0,0,0,0,-
김현수,1루수,-0.108,2019,LG,29,28,209 1/3,1,0,225,20,27,0.996,0,0,0,-
박지규,2루수,-0.114,2019,LG,8,4,35,1,0,10,5,0,0.938,0,0,0,-
김용의,3루수,-0.119,2019,LG,9,1,24,0,0,2,7,2,1.0,0,0,0,-
백승현,3루수,-0.137,2019,LG,5,5,34,1,0,2,7,0,0.9,0,0,0,-
윤진호,유격수,-0.143,2019,LG,21,2,49 1/3,1,0,11,9,3,0.952,0,0,0,-
류형우,3루수,-0.155,2019,LG,7,0,11,0,0,1,0,0,1.0,0,0,0,-
채은성,우익수,-0.319,2019,LG,109,105,886 1/3,2,0,187,5,2,0.99,0,0,0,-
이형종,좌익수,-0.379,2019,LG,43,40,315,2,0,62,2,0,0.97,0,0,0,-
전민수,좌익수,-0.523,2019,LG,21,2,61,0,0,17,1,0,1.0,0,0,0,-
페게로,1루수,-0.574,2019,LG,26,26,189,6,0,169,15,17,0.968,0,0,0,-
박동원,포수,1.079,2019,키움,89,64,608,1,2,487,40,4,0.998,3,47,18,27.7
이지영,포수,0.701,2019,키움,83,74,605,3,2,468,39,8,0.994,3,40,12,23.1
김혜성,2루수,0.615,2019,키움,63,50,437 1/3,5,0,107,153,31,0.981,0,0,0,-
김혜성,유격수,0.565,2019,키움,66,43,426,9,0,63,145,21,0.959,0,0,0,-
박병호,1루수,0.508,2019,키움,108,108,906 2/3,6,0,923,79,88,0.994,0,0,0,-
이정후,우익수,0.411,2019,키움,52,29,282,0,0,67,3,2,1.000,0,0,0,-
김하성,3루수,0.35,2019,키움,36,28,240 1/3,5,0,7,44,4,0.911,0,0,0,-
김지수,2루수,0.295,2019,키움,33,1,70,1,0,20,27,9,0.979,0,0,0,-
장영석,3루수,0.229,2019,키움,67,63,511,7,0,31,117,8,0.955,0,0,0,-
박정음,좌익수,0.118,2019,키움,30,16,146 1/3,0,0,33,1,1,1.000,0,0,0,-
송성문,2루수,0.107,2019,키움,39,29,263 2/3,3,0,53,77,20,0.977,0,0,0,-
박정음,중견수,0.089,2019,키움,10,5,43,0,0,12,0,0,1.000,0,0,0,-
허정협,좌익수,0.081,2019,키움,13,11,77,0,0,12,0,0,1.000,0,0,0,-
김혜성,3루수,0.073,2019,키움,6,4,27,1,0,1,7,0,0.889,0,0,0,-
추재현,우익수,0.065,2019,키움,1,0,4,0,0,2,0,0,1.000,0,0,0,-
예진원,좌익수,0.051,2019,키움,1,1,9,0,0,3,0,0,1.000,0,0,0,-
김은성,3루수,0.034,2019,키움,1,0,6,0,0,0,2,0,1.000,0,0,0,-
송성문,1루수,0.001,2019,키움,5,0,6,0,0,4,0,1,1.000,0,0,0,-
김웅빈,2루수,-0.008,2019,키움,1,1,7,0,0,3,2,0,1.000,0,0,0,-
주효상,포수,-0.012,2019,키움,17,6,66,1,0,53,6,0,0.983,0,5,1,16.7
김주형,2루수,-0.013,2019,키움,1,0,3,0,0,0,1,0,1.000,0,0,0,-
김규민,중견수,-0.023,2019,키움,2,1,9,0,0,2,0,0,1.000,0,0,0,-
샌즈,1루수,-0.048,2019,키움,24,15,140,1,0,154,8,10,0.994,0,0,0,-
박정음,우익수,-0.051,2019,키움,10,0,19,0,0,4,0,0,1.000,0,0,0,-
이정후,좌익수,-0.075,2019,키움,76,64,537 2/3,1,0,124,2,2,0.992,0,0,0,-
예진원,우익수,-0.078,2019,키움,1,1,9,0,0,2,0,0,1.000,0,0,0,-
김규민,좌익수,-0.084,2019,키움,82,52,509,1,0,116,5,1,0.992,0,0,0,-
허정협,우익수,-0.086,2019,키움,7,4,30,0,0,7,0,0,1.000,0,0,0,-
김웅빈,3루수,-0.093,2019,키움,2,2,13,0,0,0,3,0,1.000,0,0,0,-
임지열,3루수,-0.095,2019,키움,5,2,25,1,0,3,2,0,0.833,0,0,0,-
임지열,1루수,-0.118,2019,키움,3,1,5,1,0,4,1,0,0.833,0,0,0,-
김은성,2루수,-0.127,2019,키움,3,2,17,1,0,2,4,1,0.857,0,0,0,-
송성문,3루수,-0.147,2019,키움,52,44,389 1/3,4,0,27,77,12,0.963,0,0,0,-
김지수,유격수,-0.151,2019,키움,1,1,5,1,0,0,1,0,0.500,0,0,0,-
서건창,2루수,-0.168,2019,키움,62,61,481,6,0,106,163,35,0.978,0,0,0,-
김지수,3루수,-0.173,2019,키움,34,1,66 1/3,0,0,9,9,0,1.000,0,0,0,-
김하성,유격수,-0.239,2019,키움,105,100,846,15,0,150,284,62,0.967,0,0,0,-
임병욱,중견수,-0.798,2019,키움,117,101,904 2/3,4,0,248,9,2,0.985,0,0,0,-
이정후,중견수,-0.914,2019,키움,47,37,322 1/3,1,0,71,1,0,0.986,0,0,0,-
장영석,1루수,-1.258,2019,키움,40,20,221 1/3,3,0,179,15,15,0.985,0,0,0,-
샌즈,우익수,-2.314,2019,키움,114,110,933,4,0,204,3,1,0.981,0,0,0,-
김주형,유격수,,2019,키움,1,0,2,0,0,0,0,0,-,0,0,0,-
김주형,3루수,,2019,키움,1,0,1,0,0,0,0,0,-,0,0,0,-
김규민,우익수,,2019,키움,1,0,2,0,0,0,0,0,-,0,0,0,-
신본기,유격수,0.572,2019,롯데,118,108,906 2/3,15,0,161,272,56,0.967,0,0,0,-
오윤석,2루수,0.387,2019,롯데,30,24,176 1/3,1,0,44,60,12,0.99,0,0,0,-
문규현,3루수,0.384,2019,롯데,16,11,105,2,0,7,35,3,0.955,0,0,0,-
나균안,포수,0.373,2019,롯데,103,66,556 2/3,5,1,474,42,7,0.99,1,40,24,37.5
정보근,포수,0.286,2019,롯데,15,10,89 2/3,0,0,72,7,1,1.0,0,5,4,44.4
윌슨,1루수,0.275,2019,롯데,13,12,104,0,0,100,11,9,1.0,0,0,0,-
조홍석,우익수,0.268,2019,롯데,12,7,55 1/3,0,0,17,1,0,1.0,0,0,0,-
아수아헤,2루수,0.186,2019,롯데,48,43,385 2/3,3,0,96,120,24,0.986,0,0,0,-
안중열,포수,0.161,2019,롯데,73,42,381 2/3,5,1,286,31,2,0.984,7,26,8,23.5
김동한,3루수,0.157,2019,롯데,9,5,47 1/3,0,0,6,11,3,1.0,0,0,0,-
전병우,1루수,0.154,2019,롯데,11,8,64 1/3,1,0,66,4,4,0.986,0,0,0,-
나경민,좌익수,0.131,2019,롯데,5,1,16,0,0,6,0,0,1.0,0,0,0,-
나경민,중견수,0.109,2019,롯데,16,7,77,0,0,21,0,0,1.0,0,0,0,-
나경민,우익수,0.1,2019,롯데,7,2,26 2/3,0,0,8,0,0,1.0,0,0,0,-
조홍석,중견수,0.078,2019,롯데,17,3,44 1/3,0,0,9,0,0,1.0,0,0,0,-
전준우,중견수,0.074,2019,롯데,3,2,17,0,0,5,0,0,1.0,0,0,0,-
신본기,2루수,0.063,2019,롯데,4,1,21,0,0,3,8,1,1.0,0,0,0,-
김사훈,포수,0.057,2019,롯데,3,0,6,0,0,5,0,0,1.0,0,0,0,-
황진수,3루수,0.053,2019,롯데,5,0,9 1/3,0,0,0,1,1,1.0,0,0,0,-
조홍석,좌익수,0.051,2019,롯데,6,2,26,0,0,6,1,0,1.0,0,0,0,-
오윤석,3루수,0.036,2019,롯데,5,1,15 1/3,1,0,3,3,0,0.857,0,0,0,-
김문호,우익수,0.019,2019,롯데,9,6,56 1/3,0,0,10,0,0,1.0,0,0,0,-
김동한,유격수,0.012,2019,롯데,2,0,6,0,0,0,1,0,1.0,0,0,0,-
전병우,유격수,0.005,2019,롯데,3,1,8,0,0,0,2,0,1.0,0,0,0,-
전병우,3루수,-0.006,2019,롯데,3,1,12,0,0,0,1,0,1.0,0,0,0,-
정훈,중견수,-0.008,2019,롯데,27,17,156 1/3,2,0,43,0,0,0.956,0,0,0,-
정훈,1루수,-0.01,2019,롯데,42,25,238 2/3,1,0,218,14,25,0.996,0,0,0,-
신본기,3루수,-0.01,2019,롯데,3,2,15,0,0,1,1,1,1.0,0,0,0,-
이찬건,중견수,-0.012,2019,롯데,2,0,6,0,0,1,0,0,1.0,0,0,0,-
문규현,1루수,-0.017,2019,롯데,6,1,13,0,0,15,1,2,1.0,0,0,0,-
정준혁,좌익수,-0.025,2019,롯데,3,2,22,0,0,2,0,0,1.0,0,0,0,-
손아섭,우익수,-0.027,2019,롯데,129,125,1066 2/3,4,0,251,6,2,0.985,0,0,0,-
강로한,2루수,-0.028,2019,롯데,38,33,264 2/3,5,0,60,118,25,0.973,0,0,0,-
허일,1루수,-0.037,2019,롯데,5,1,15 1/3,0,0,14,2,2,1.0,0,0,0,-
문규현,유격수,-0.042,2019,롯데,14,3,34,1,0,6,12,3,0.947,0,0,0,-
정훈,2루수,-0.048,2019,롯데,1,0,2,1,0,1,0,0,0.5,0,0,0,-
전병우,2루수,-0.053,2019,롯데,4,2,16 1/3,1,0,1,4,1,0.833,0,0,0,-
김동한,2루수,-0.053,2019,롯데,22,14,124,2,0,26,39,11,0.97,0,0,0,-
배성근,2루수,-0.062,2019,롯데,14,5,61,1,0,16,20,6,0.973,0,0,0,-
허일,중견수,-0.077,2019,롯데,15,13,96,1,0,18,0,0,0.947,0,0,0,-
허일,좌익수,-0.082,2019,롯데,8,3,27,0,0,6,0,0,1.0,0,0,0,-
윌슨,2루수,-0.086,2019,롯데,4,2,15 2/3,0,0,5,6,1,1.0,0,0,0,-
김문호,좌익수,-0.088,2019,롯데,8,3,30,0,0,9,0,0,1.0,0,0,0,-
