선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
오태양,NC,15,4,2,2,50.0,0,0
윤형준,NC,35,1,1,0,100,1,0
정진기,NC,39,1,1,0,100,0,1
천재환,NC,29,1,1,0,100,0,0
김수윤,NC,10,0,0,0,-,0,0
김응민,NC,34,0,0,0,-,0,0
김진호,NC,1,0,0,0,-,0,0
김태경,NC,2,0,0,0,-,0,0
김한별,NC,24,1,0,1,0.0,0,0
도태훈,NC,91,0,0,0,-,2,1
류진욱,NC,1,0,0,0,-,0,0
박대온,NC,59,0,0,0,-,2,0
박석민,NC,16,0,0,0,-,0,0
오영수,NC,83,5,0,5,0.0,1,0
원종현,NC,1,0,0,0,-,0,0
이용준,NC,1,0,0,0,-,0,0
이용찬,NC,4,0,0,0,-,0,0
이재용,NC,8,0,0,0,-,0,0
전민수,NC,20,0,0,0,-,1,0
정범모,NC,5,0,0,0,-,0,0
하준영,NC,1,0,0,0,-,0,0
한재승,NC,1,0,0,0,-,0,0
최지훈,SSG,144,38,31,7,81.6,5,3
추신수,SSG,112,20,15,5,75.0,5,1
박성한,SSG,140,20,12,8,60.0,2,0
최정,SSG,121,17,12,5,70.6,4,0
오태곤,SSG,130,15,11,4,73.3,1,0
김성현,SSG,130,6,3,3,50.0,5,0
라가레스,SSG,49,4,3,1,75.0,3,0
최상민,SSG,27,4,3,1,75.0,0,0
안상현,SSG,46,2,2,0,100,0,0
최경모,SSG,98,2,2,0,100,3,0
김강민,SSG,84,4,1,3,25.0,4,0
이재원,SSG,105,1,1,0,100,1,0
하재훈,SSG,60,1,1,0,100,1,0
한유섬,SSG,135,2,1,1,50.0,1,0
고효준,SSG,2,0,0,0,-,0,0
김규남,SSG,2,0,0,0,-,0,0
김민식,SSG,104,0,0,0,-,1,0
김재현,SSG,18,0,0,0,-,0,0
김택형,SSG,1,0,0,0,-,0,0
박민호,SSG,1,0,0,0,-,0,0
서동민,SSG,1,0,0,0,-,0,0
석정우,SSG,9,1,0,1,0.0,0,0
오준혁,SSG,47,0,0,0,-,0,0
이정범,SSG,7,0,0,0,-,0,0
이현석,SSG,9,0,0,0,-,0,0
이흥련,SSG,22,0,0,0,-,0,0
전경원,SSG,1,0,0,0,-,0,0
전의산,SSG,77,0,0,0,-,2,0
조요한,SSG,1,0,0,0,-,0,0
조형우,SSG,9,0,0,0,-,0,0
최민준,SSG,1,0,0,0,-,0,0
최주환,SSG,97,0,0,0,-,1,0
최준우,SSG,10,0,0,0,-,0,0
최항,SSG,15,0,0,0,-,1,0
크론,SSG,67,0,0,0,-,2,0
조수행,두산,117,29,22,7,75.9,2,0
정수빈,두산,127,23,15,8,65.2,4,1
강승호,두산,134,18,13,5,72.2,2,1
허경민,두산,121,13,10,3,76.9,6,1
박계범,두산,77,8,5,3,62.5,3,0
강진성,두산,40,4,4,0,100,1,0
안재석,두산,99,4,4,0,100,4,0
안권수,두산,76,7,3,4,42.9,3,0
전민재,두산,35,3,3,0,100,1,0
김대한,두산,51,3,2,1,66.7,2,0
김재환,두산,128,3,2,1,66.7,5,0
박세혁,두산,128,4,2,2,50.0,4,0
김인태,두산,83,1,1,0,100,3,0
신성현,두산,17,1,1,0,100,0,0
양석환,두산,107,1,1,0,100,4,0
오재원,두산,18,3,1,2,33.3,0,0
이유찬,두산,13,2,1,1,50.0,0,0
강현구,두산,3,0,0,0,-,0,0
권민석,두산,16,0,0,0,-,0,0
김강률,두산,5,0,0,0,-,0,0
김동주,두산,1,0,0,0,-,0,0
김명신,두산,3,0,0,0,-,0,0
김민혁,두산,38,0,0,0,-,0,0
김재호,두산,102,2,0,2,0.0,3,0
김지용,두산,3,0,0,0,-,0,0
김태근,두산,2,1,0,1,0.0,0,0
박신지,두산,1,0,0,0,-,0,0
박유연,두산,13,0,0,0,-,0,0
박정수,두산,1,0,0,0,-,0,0
서예일,두산,35,0,0,0,-,1,0
송승환,두산,11,0,0,0,-,0,1
안승한,두산,30,0,0,0,-,1,0
양찬열,두산,41,0,0,0,-,1,0
윤명준,두산,1,0,0,0,-,0,0
이승진,두산,1,0,0,0,-,0,0
임창민,두산,3,0,0,0,-,0,0
장승현,두산,60,0,0,0,-,0,0
장원준,두산,1,0,0,0,-,0,0
정철원,두산,2,0,0,0,-,0,0
최용제,두산,1,0,0,0,-,0,0
페르난데스,두산,139,0,0,0,-,5,0
홍건희,두산,7,0,0,0,-,0,0
홍성호,두산,12,0,0,0,-,0,0
황성빈,롯데,102,22,10,12,45.5,0,3
박승욱,롯데,100,10,8,2,80.0,5,0
안치홍,롯데,132,9,7,2,77.8,4,0
피터스,롯데,85,11,7,4,63.6,4,1
전준우,롯데,120,9,6,3,66.7,2,0
장두성,롯데,53,5,4,1,80.0,3,1
정훈,롯데,91,5,4,1,80.0,2,0
렉스,롯데,56,3,3,0,100,5,0
신윤후,롯데,49,4,3,1,75.0,0,0
이호연,롯데,88,4,3,1,75.0,4,0
이학주,롯데,91,6,2,4,33.3,2,1
고승민,롯데,92,5,1,4,20.0,0,0
정보근,롯데,95,1,1,0,100,4,0
추재현,롯데,33,1,1,0,100,3,0
한태양,롯데,38,1,1,0,100,2,0
강로한,롯데,1,1,0,1,0.0,0,0
강윤구,롯데,1,0,0,0,-,0,0
강태율,롯데,19,0,0,0,-,2,0
구승민,롯데,1,0,0,0,-,0,0
김민수,롯데,5,0,0,0,-,0,0
김민수,롯데,57,1,0,1,0.0,1,0
김세민,롯데,4,0,0,0,-,0,0
김원중,롯데,1,0,0,0,-,0,0
김재유,롯데,1,0,0,0,-,1,0
문경찬,롯데,1,0,0,0,-,0,0
배성근,롯데,22,0,0,0,-,0,0
안중열,롯데,33,1,0,1,0.0,0,0
윤동희,롯데,4,0,0,0,-,0,0
이대호,롯데,142,0,0,0,-,6,0
조세진,롯데,39,1,0,1,0.0,0,0
지시완,롯데,75,0,0,0,-,0,0
한동희,롯데,129,0,0,0,-,4,0
김지찬,삼성,113,29,25,4,86.2,3,0
피렐라,삼성,141,20,15,5,75.0,5,2
구자욱,삼성,99,12,11,1,91.7,4,1
김성윤,삼성,48,12,10,2,83.3,1,1
김현준,삼성,118,9,6,3,66.7,6,0
강한울,삼성,94,6,4,2,66.7,0,0
김재혁,삼성,15,4,4,0,100,0,1
김헌곤,삼성,80,4,3,1,75.0,3,0
김상수,삼성,72,3,2,1,66.7,3,0
김성표,삼성,17,2,2,0,100,1,0
박승규,삼성,62,2,2,0,100,0,1
오선진,삼성,100,4,2,2,50.0,1,0
오재일,삼성,135,3,2,1,66.7,4,0
최영진,삼성,43,4,2,2,50.0,0,0
조민성,삼성,12,1,1,0,100,1,0
강민호,삼성,130,0,0,0,-,4,0
공민규,삼성,15,0,0,0,-,0,0
김동엽,삼성,30,3,0,3,0.0,0,0
김동진,삼성,5,0,0,0,-,1,0
김서준,삼성,1,0,0,0,-,0,0
김영웅,삼성,13,0,0,0,-,0,0
김재성,삼성,63,0,0,0,-,4,0
김태군,삼성,102,0,0,0,-,2,0
김호재,삼성,21,0,0,0,-,0,0
박주혁,삼성,2,0,0,0,-,0,0
송준석,삼성,17,0,0,0,-,0,0
안주형,삼성,18,0,0,0,-,0,0
오승환,삼성,3,0,0,0,-,0,0
우규민,삼성,1,0,0,0,-,0,0
윤정빈,삼성,13,0,0,0,-,0,0
이병헌,삼성,3,0,0,0,-,0,0
이상민,삼성,1,0,0,0,-,0,0
이성규,삼성,13,0,0,0,-,0,0
이원석,삼성,88,0,0,0,-,5,0
이재현,삼성,75,0,0,0,-,2,0
이태훈,삼성,10,0,0,0,-,0,0
이해승,삼성,46,0,0,0,-,0,0
홍정우,삼성,2,0,0,0,-,0,0
김혜성,키움,129,41,34,7,82.9,4,1
이용규,키움,86,14,12,2,85.7,7,0
푸이그,키움,126,9,6,3,66.7,12,1
이정후,키움,142,5,5,0,100,1,1
김주형,키움,55,1,1,0,100,1,0
김준완,키움,111,2,1,1,50.0,3,0
김태진,키움,77,3,1,2,33.3,1,0
이병규,키움,24,1,1,0,100,2,0
이지영,키움,137,2,1,1,50.0,3,1
임지열,키움,40,1,1,0,100,1,0
강민국,키움,3,0,0,0,-,0,0
김성진,키움,2,0,0,0,-,0,0
김수환,키움,57,0,0,0,-,0,1
김시앙,키움,13,0,0,0,-,0,0
김웅빈,키움,45,2,0,2,0.0,0,0
김재현,키움,56,0,0,0,-,1,0
김태훈,키움,1,0,0,0,-,0,0
김휘집,키움,112,0,0,0,-,2,1
노운현,키움,1,0,0,0,-,0,0
박승주,키움,1,0,0,0,-,0,0
박주성,키움,2,0,0,0,-,0,0
박주홍,키움,21,0,0,0,-,0,0
박준태,키움,52,0,0,0,-,2,0
박찬혁,키움,52,1,0,1,0.0,0,1
송성문,키움,142,1,0,1,0.0,1,0
신준우,키움,76,0,0,0,-,0,0
애플러,키움,1,0,0,0,-,0,0
예진원,키움,20,0,0,0,-,0,0
이명기,키움,2,0,0,0,-,0,0
이재홍,키움,4,0,0,0,-,0,1
이주형,키움,32,0,0,0,-,0,0
전병우,키움,115,0,0,0,-,0,0
하영민,키움,3,0,0,0,-,0,0
하주석,한화,125,26,20,6,76.9,7,0
터크먼,한화,144,30,19,11,63.3,2,1
노수광,한화,117,23,17,6,73.9,8,3
정은원,한화,140,16,10,6,62.5,4,0
노시환,한화,115,8,6,2,75.0,2,1
박정현,한화,81,7,6,1,85.7,3,0
김태연,한화,119,5,3,2,60.0,6,0
이도윤,한화,80,5,3,2,60.0,2,0
김인환,한화,113,2,2,0,100,6,0
이진영,한화,70,4,2,2,50.0,2,0
장진혁,한화,41,3,2,1,66.7,1,0
이성곤,한화,41,2,1,1,50.0,1,0
최재훈,한화,114,2,1,1,50.0,1,0
허관회,한화,15,1,1,0,100,0,0
강상원,한화,1,0,0,0,-,0,0
권광민,한화,32,1,0,1,0.0,0,0
김민우,한화,1,0,0,0,-,0,0
김범수,한화,1,0,0,0,-,0,0
류희운,한화,2,0,0,0,-,0,0
박상언,한화,56,3,0,3,0.0,0,0
백용환,한화,4,0,0,0,-,0,0
변우혁,한화,21,0,0,0,-,0,0
신정락,한화,1,0,0,0,-,0,0
원혁재,한화,11,0,0,0,-,0,0
유로결,한화,30,0,0,0,-,2,0
유상빈,한화,17,1,0,1,0.0,0,1
윤호솔,한화,1,0,0,0,-,0,0
이원석,한화,20,0,0,0,-,0,0
이해창,한화,4,0,0,0,-,0,0
임종찬,한화,20,1,0,1,0.0,0,0
장시환,한화,3,0,0,0,-,0,0
장운호,한화,57,2,0,2,0.0,1,0
정민규,한화,9,0,0,0,-,1,0
주현상,한화,2,0,0,0,-,0,0
허인서,한화,8,0,0,0,-,0,0
