선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
문보경,LG,131,17,9,8,52.9,8,2
최승민,LG,38,11,8,3,72.7,1,1
오스틴,LG,139,10,7,3,70.0,5,2
이재원,LG,57,6,4,2,66.7,0,0
서건창,LG,44,6,3,3,50.0,3,0
김민성,LG,112,3,2,1,66.7,2,0
김현수,LG,133,3,2,1,66.7,5,0
손호영,LG,27,3,2,1,66.7,0,0
김기연,LG,28,1,1,0,100,1,0
송찬의,LG,19,1,1,0,100,1,0
정주현,LG,89,6,1,5,16.7,1,0
고우석,LG,1,0,0,0,-,0,0
김대현,LG,2,0,0,0,-,0,0
김범석,LG,10,0,0,0,-,0,0
김주성,LG,11,0,0,0,-,1,0
박동원,LG,130,1,0,1,0.0,7,0
박명근,LG,2,0,0,0,-,0,0
송대현,LG,4,0,0,0,-,0,0
안익훈,LG,11,0,0,0,-,3,0
오석주,LG,1,0,0,0,-,0,0
이정용,LG,1,0,0,0,-,0,0
이천웅,LG,4,0,0,0,-,0,0
전준호,LG,2,0,0,0,-,0,0
최동환,LG,3,0,0,0,-,0,0
허도환,LG,47,0,0,0,-,0,0
박민우,NC,124,33,26,7,78.8,4,1
김주원,NC,127,18,15,3,83.3,6,1
마틴,NC,118,18,15,3,83.3,9,1
손아섭,NC,140,17,14,3,82.4,4,1
박건우,NC,130,12,7,5,58.3,5,0
김성욱,NC,93,7,6,1,85.7,0,1
박영빈,NC,41,6,4,2,66.7,2,0
서호철,NC,114,9,4,5,44.4,3,1
최정원,NC,39,5,4,1,80.0,1,0
오영수,NC,70,6,3,3,50.0,3,1
오태양,NC,21,6,3,3,50.0,1,0
권희동,NC,96,2,2,0,100,5,0
도태훈,NC,117,3,2,1,66.7,2,0
천재환,NC,78,5,2,3,40.0,1,0
한석현,NC,27,3,2,1,66.7,1,1
박세혁,NC,88,2,1,1,50.0,1,0
윤형준,NC,82,2,1,1,50.0,1,0
김수윤,NC,16,0,0,0,-,0,0
김시훈,NC,1,0,0,0,-,0,0
김한별,NC,79,3,0,3,0.0,1,0
김형준,NC,26,0,0,0,-,0,0
류진욱,NC,2,0,0,0,-,0,0
박대온,NC,25,0,0,0,-,0,0
박석민,NC,30,0,0,0,-,1,0
박주찬,NC,5,0,0,0,-,0,0
박한결,NC,12,0,0,0,-,0,0
안중열,NC,77,0,0,0,-,2,0
오장한,NC,3,0,0,0,-,0,0
이용찬,NC,2,0,0,0,-,0,0
전사민,NC,1,0,0,0,-,0,0
조현진,NC,10,0,0,0,-,0,0
채원후,NC,1,0,0,0,-,0,0
최보성,NC,12,0,0,0,-,0,0
한재승,NC,1,0,0,0,-,0,0
최지훈,SSG,117,23,21,2,91.3,4,3
오태곤,SSG,123,21,20,1,95.2,2,0
에레디아,SSG,122,20,12,8,60.0,5,1
하재훈,SSG,77,11,11,0,100,0,1
최정,SSG,128,10,7,3,70.0,6,0
추신수,SSG,112,10,6,4,60.0,4,0
김성현,SSG,112,5,4,1,80.0,2,0
박성한,SSG,128,5,4,1,80.0,4,3
안상현,SSG,58,4,3,1,75.0,0,0
김강민,SSG,70,3,2,1,66.7,2,0
최경모,SSG,28,2,2,0,100,0,0
최상민,SSG,51,4,2,2,50.0,1,0
한유섬,SSG,109,3,2,1,66.7,1,1
강진성,SSG,58,0,0,0,-,0,0
고명준,SSG,2,0,0,0,-,0,0
고효준,SSG,2,0,0,0,-,0,0
김건웅,SSG,1,0,0,0,-,0,0
김민식,SSG,122,0,0,0,-,5,1
김정민,SSG,8,0,0,0,-,0,0
김찬형,SSG,36,0,0,0,-,0,0
노경은,SSG,1,0,0,0,-,0,0
류효승,SSG,3,0,0,0,-,0,0
문승원,SSG,1,0,0,0,-,0,0
백승건,SSG,1,0,0,0,-,0,0
서진용,SSG,3,0,0,0,-,0,0
이건욱,SSG,1,0,0,0,-,0,0
이재원,SSG,27,0,0,0,-,0,0
이정범,SSG,15,0,0,0,-,0,0
이흥련,SSG,16,0,0,0,-,0,0
임준섭,SSG,1,0,0,0,-,0,0
전의산,SSG,56,2,0,2,0.0,0,0
조형우,SSG,62,0,0,0,-,1,0
채현우,SSG,1,0,0,0,-,0,0
최민준,SSG,1,0,0,0,-,0,0
최주환,SSG,134,0,0,0,-,5,0
최준우,SSG,38,1,0,1,0.0,0,0
최항,SSG,21,0,0,0,-,1,0
정수빈,두산,137,47,39,8,83.0,5,3
조수행,두산,126,32,26,6,81.3,4,0
강승호,두산,127,19,13,6,68.4,4,1
이유찬,두산,104,17,12,5,70.6,3,1
허경민,두산,130,12,9,3,75.0,3,1
양의지,두산,129,8,8,0,100,7,1
김재호,두산,91,4,4,0,100,2,0
양석환,두산,140,4,4,0,100,9,0
김재환,두산,132,4,3,1,75.0,4,0
양찬열,두산,44,5,3,2,60.0,0,0
김인태,두산,47,3,2,1,66.7,2,0
박계범,두산,78,4,2,2,50.0,1,2
박준영,두산,51,3,2,1,66.7,0,0
안재석,두산,27,2,2,0,100,1,2
김대한,두산,33,4,1,3,25.0,0,0
박지훈,두산,22,1,1,0,100,1,0
안승한,두산,22,1,1,0,100,0,0
장승현,두산,76,1,1,0,100,0,0
권민석,두산,1,0,0,0,-,0,0
김민규,두산,1,0,0,0,-,0,0
김민혁,두산,21,0,0,0,-,0,0
김정우,두산,1,0,0,0,-,0,0
김태근,두산,41,3,0,3,0.0,0,0
로하스,두산,122,1,0,1,0.0,5,0
박신지,두산,1,0,0,0,-,0,0
박유연,두산,10,0,0,0,-,0,0
박정수,두산,2,0,0,0,-,0,0
박치국,두산,1,0,0,0,-,0,0
서예일,두산,5,0,0,0,-,0,0
송승환,두산,30,1,0,1,0.0,1,0
신성현,두산,12,1,0,1,0.0,0,0
이형범,두산,2,0,0,0,-,0,0
전민재,두산,19,3,0,3,0.0,0,0
정철원,두산,3,0,0,0,-,0,0
최승용,두산,2,0,0,0,-,0,0
홍건희,두산,4,0,0,0,-,0,0
홍성호,두산,21,1,0,1,0.0,0,0
김민석,롯데,129,19,16,3,84.2,3,2
안권수,롯데,95,23,16,7,69.6,2,2
박승욱,롯데,123,19,15,4,78.9,1,0
전준우,롯데,138,11,9,2,81.8,7,0
황성빈,롯데,74,14,9,5,64.3,0,1
고승민,롯데,94,11,8,3,72.7,2,0
노진혁,롯데,113,9,7,2,77.8,2,0
이학주,롯데,104,5,4,1,80.0,1,0
안치홍,롯데,121,6,3,3,50.0,3,1
윤동희,롯데,107,9,3,6,33.3,2,3
장두성,롯데,25,2,2,0,100,1,1
정훈,롯데,80,2,2,0,100,2,0
김동혁,롯데,15,1,1,0,100,0,0
배영빈,롯데,18,1,1,0,100,0,0
신윤후,롯데,28,1,1,0,100,0,0
유강남,롯데,121,2,1,1,50.0,6,0
이정훈,롯데,59,2,1,1,50.0,1,1
정보근,롯데,55,1,1,0,100,0,1
한동희,롯데,108,4,1,3,25.0,3,0
구드럼,롯데,50,0,0,0,-,1,0
국해성,롯데,6,0,0,0,-,1,0
김민수,롯데,25,0,0,0,-,0,0
김상수,롯데,1,0,0,0,-,0,0
김원중,롯데,3,0,0,0,-,0,0
렉스,롯데,55,1,0,1,0.0,3,0
박형준,롯데,1,0,0,0,-,0,0
서동욱,롯데,13,0,0,0,-,0,0
손성빈,롯데,45,0,0,0,-,1,0
윤수녕,롯데,3,0,0,0,-,0,0
정대선,롯데,19,0,0,0,-,0,0
지시완,롯데,6,0,0,0,-,0,0
최설우,롯데,1,0,0,0,-,0,0
류지혁,삼성,132,28,26,2,92.9,7,2
김성윤,삼성,101,24,20,4,83.3,1,0
김지찬,삼성,99,14,13,1,92.9,4,1
구자욱,삼성,119,16,12,4,75.0,4,2
강민호,삼성,125,7,6,1,85.7,5,0
피렐라,삼성,139,10,6,4,60.0,7,1
김현준,삼성,109,10,5,5,50.0,4,1
이재현,삼성,143,9,5,4,55.6,8,0
이성규,삼성,109,7,4,3,57.1,1,0
김동진,삼성,44,3,3,0,100,2,1
김호재,삼성,75,2,2,0,100,0,1
강한울,삼성,72,4,1,3,25.0,1,0
김동엽,삼성,69,2,1,1,50.0,2,0
김영웅,삼성,55,1,1,0,100,0,0
오재일,삼성,106,1,1,0,100,3,1
윤정빈,삼성,28,1,1,0,100,1,0
강준서,삼성,10,1,0,1,0.0,0,0
공민규,삼성,22,0,0,0,-,1,0
김대우,삼성,1,0,0,0,-,0,0
김도환,삼성,9,0,0,0,-,0,0
김민수,삼성,2,0,0,0,-,0,0
김상민,삼성,8,0,0,0,-,0,0
김서준,삼성,1,0,0,0,-,0,0
김재상,삼성,17,0,0,0,-,0,0
김재성,삼성,57,1,0,1,0.0,0,0
김태훈,삼성,11,1,0,1,0.0,0,0
김태훈,삼성,2,0,0,0,-,0,0
김헌곤,삼성,6,0,0,0,-,0,0
류승민,삼성,24,0,0,0,-,1,0
송준석,삼성,7,0,0,0,-,0,0
안주형,삼성,53,0,0,0,-,2,0
오승환,삼성,3,0,0,0,-,0,0
이병헌,삼성,23,0,0,0,-,0,0
이상민,삼성,1,0,0,0,-,0,0
이승현,삼성,2,0,0,0,-,0,0
이승현,삼성,2,0,0,0,-,0,0
이재익,삼성,1,0,0,0,-,0,0
이태훈,삼성,12,0,0,0,-,0,0
이해승,삼성,9,0,0,0,-,0,0
조민성,삼성,15,1,0,1,0.0,2,0
김혜성,키움,137,28,25,3,89.3,6,2
도슨,키움,57,11,9,2,81.8,2,0
이정후,키움,86,9,6,3,66.7,1,1
임병욱,키움,80,4,4,0,100,4,0
이주형,키움,69,4,3,1,75.0,0,1
이용규,키움,50,3,2,1,66.7,2,0
러셀,키움,59,1,1,0,100,1,0
박주홍,키움,27,1,1,0,100,1,0
송성문,키움,104,1,1,0,100,1,0
이지영,키움,81,2,1,1,50.0,0,0
임지열,키움,72,1,1,0,100,2,0
김건희,키움,9,0,0,0,-,0,0
김동규,키움,1,0,0,0,-,0,0
김동헌,키움,102,0,0,0,-,1,0
김동혁,키움,2,0,0,0,-,0,0
김병휘,키움,10,0,0,0,-,0,0
김선기,키움,2,0,0,0,-,0,0
김성진,키움,2,0,0,0,-,0,0
김수환,키움,50,0,0,0,-,0,0
김시앙,키움,33,0,0,0,-,1,1
김웅빈,키움,29,0,0,0,-,2,0
김재웅,키움,1,0,0,0,-,0,0
김재현,키움,8,0,0,0,-,1,0
김주형,키움,46,0,0,0,-,0,0
김준완,키움,76,0,0,0,-,2,0
김준형,키움,1,0,0,0,-,0,0
김태진,키움,74,0,0,0,-,2,0
김휘집,키움,110,0,0,0,-,2,0
문성현,키움,2,0,0,0,-,0,0
박수종,키움,23,0,0,0,-,0,0
박준태,키움,14,0,0,0,-,0,0
박찬혁,키움,48,0,0,0,-,0,1
송재선,키움,5,0,0,0,-,0,0
신준우,키움,24,0,0,0,-,0,0
양현,키움,2,0,0,0,-,0,0
예진원,키움,16,0,0,0,-,0,0
원종현,키움,2,0,0,0,-,0,0
윤정현,키움,3,0,0,0,-,0,0
이명종,키움,3,0,0,0,-,0,0
이병규,키움,7,0,0,0,-,0,0
이승원,키움,4,0,0,0,-,0,0
이원석,키움,89,1,0,1,0.0,2,0
이형종,키움,99,0,0,0,-,4,0
임창민,키움,2,0,0,0,-,0,0
전병우,키움,41,0,0,0,-,0,0
주성원,키움,25,0,0,0,-,1,1
하영민,키움,3,0,0,0,-,0,0
후라도,키움,1,0,0,0,-,0,0
이원석,한화,81,16,13,3,81.3,3,0
이도윤,한화,106,14,11,3,78.6,0,0
정은원,한화,122,9,6,3,66.7,1,1
김태연,한화,91,6,5,1,83.3,3,0
문현빈,한화,137,6,5,1,83.3,6,3
이진영,한화,121,5,5,0,100,4,1
장진혁,한화,68,9,5,4,55.6,0,0
권광민,한화,66,2,2,0,100,0,0
노수광,한화,30,3,2,1,66.7,1,1
노시환,한화,131,3,2,1,66.7,4,0
오선진,한화,90,2,2,0,100,2,0
김인환,한화,112,1,1,0,100,5,0
박상언,한화,86,3,1,2,33.3,2,0
오그레디,한화,22,1,1,0,100,0,0
윌리엄스,한화,68,2,1,1,50.0,1,0
유로결,한화,27,1,1,0,100,0,0
이명기,한화,14,1,1,0,100,0,0
이상혁,한화,7,2,1,1,50.0,0,0
최인호,한화,41,1,1,0,100,1,1
최재훈,한화,125,2,1,1,50.0,0,0
강재민,한화,1,0,0,0,-,0,0
김건,한화,7,0,0,0,-,0,0
김서현,한화,1,0,0,0,-,0,0
박상원,한화,3,0,0,0,-,0,0
박정현,한화,53,0,0,0,-,0,0
박준영,한화,1,0,0,0,-,0,0
유상빈,한화,3,0,0,0,-,0,0
윤대경,한화,1,0,0,0,-,0,0
이민준,한화,4,0,0,0,-,0,0
이성곤,한화,8,0,0,0,-,0,0
이재용,한화,2,0,0,0,-,0,0
이태양,한화,1,0,0,0,-,0,0
장운호,한화,4,0,0,0,-,0,0
장지승,한화,3,0,0,0,-,0,0
정우람,한화,1,0,0,0,-,0,0
채은성,한화,137,0,0,0,-,2,0
하주석,한화,25,0,0,0,-,0,0
허관회,한화,10,0,0,0,-,0,0
