선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
오선우,KIA,0.151,27,57,53,5,8,1,1,1,14,4,0,0,3,0,1,24,0,0.264,0.211,0.475,2,0.143,0.143
해즐베이커,KIA,0.146,11,46,41,5,6,2,0,2,14,5,0,0,4,0,1,18,0,0.341,0.239,0.580,0,0.154,0.0
오정환,KIA,0.143,30,29,28,8,4,0,0,0,4,1,1,0,0,0,0,12,1,0.143,0.143,0.286,0,0.333,1.0
이진영,KIA,0.133,11,15,15,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0.133,0.133,0.266,1,0.286,0.0
고영창,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김세현,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
문경찬,KIA,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
양승철,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
윤해진,KIA,0.000,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
이민우,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
임기준,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
장지수,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
전상현,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
최정민,KIA,0.000,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
강백호,KT,0.336,116,505,438,72,147,29,1,13,217,65,0,4,61,4,2,87,11,0.495,0.416,0.911,42,0.284,1.0
로하스,KT,0.322,142,578,521,68,168,30,3,24,276,104,0,5,49,5,3,120,4,0.530,0.381,0.911,51,0.297,0.375
유한준,KT,0.317,139,562,501,61,159,19,1,14,222,86,0,5,52,1,4,61,20,0.443,0.383,0.826,44,0.373,0.25
송민섭,KT,0.302,105,64,53,24,16,0,1,0,18,4,1,1,6,0,3,13,0,0.340,0.397,0.737,2,0.308,0.0
조용호,KT,0.293,87,211,188,15,55,6,3,0,67,19,2,0,21,0,0,28,0,0.356,0.364,0.720,10,0.306,0.393
황재균,KT,0.283,124,507,448,78,127,16,3,20,209,67,0,5,52,2,2,71,10,0.467,0.357,0.824,32,0.262,0.0
김민혁,KT,0.281,127,521,466,68,131,10,1,0,143,32,5,5,32,0,13,61,8,0.307,0.341,0.648,36,0.257,0.4
심우준,KT,0.279,138,433,391,54,109,13,1,3,133,28,12,1,23,0,6,68,7,0.340,0.328,0.668,24,0.253,0.5
강민국,KT,0.273,58,94,88,12,24,0,1,0,26,7,0,0,6,0,0,17,2,0.295,0.319,0.614,5,0.259,0.0
김진곤,KT,0.267,19,34,30,4,8,2,0,0,10,6,2,0,2,0,0,8,1,0.333,0.313,0.646,1,0.625,0.286
장성우,KT,0.262,127,413,366,25,96,7,0,7,124,41,4,6,35,2,2,86,11,0.339,0.325,0.664,25,0.247,0.143
오태곤,KT,0.250,123,392,352,63,88,16,1,6,124,35,3,2,31,0,4,78,8,0.352,0.316,0.668,23,0.22,0.3
박경수,KT,0.247,137,490,421,43,104,24,0,10,158,65,4,6,55,1,4,102,14,0.375,0.335,0.710,24,0.281,0.154
박승욱,KT,0.233,101,245,223,24,52,3,4,3,72,15,6,0,14,0,2,50,5,0.323,0.285,0.608,8,0.178,0.143
윤석민,KT,0.231,63,178,169,4,39,4,0,2,49,17,0,2,7,0,0,24,4,0.290,0.258,0.548,7,0.216,0.167
배정대,KT,0.203,66,84,74,15,15,4,0,0,19,6,2,0,7,0,1,23,2,0.257,0.280,0.537,3,0.263,0.0
문상철,KT,0.200,33,68,60,8,12,1,0,2,19,7,0,2,4,0,2,26,1,0.317,0.265,0.582,2,0.176,0.111
이준수,KT,0.194,32,49,36,3,7,1,0,0,8,3,3,0,9,0,1,11,1,0.222,0.370,0.592,2,0.2,0.0
안치영,KT,0.167,5,7,6,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0.167,0.286,0.453,0,0.0,0.0
김병희,KT,0.143,4,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.143,0.143,0.286,0,0.0,0.0
이대형,KT,0.143,18,19,14,2,2,1,0,0,3,4,0,1,4,0,0,5,0,0.214,0.316,0.530,0,0.222,0.083
안승한,KT,0.136,36,47,44,4,6,1,0,0,7,5,1,0,1,0,1,13,1,0.159,0.174,0.333,0,0.111,0.0
고명성,KT,0.125,30,18,16,4,2,0,0,0,2,0,0,0,2,0,0,7,1,0.125,0.222,0.347,0,0.0,0.0
이해창,KT,0.125,30,43,40,0,5,0,0,0,5,0,0,0,2,0,1,11,0,0.125,0.186,0.311,0,0.077,0.167
김영환,KT,0.071,13,15,14,1,1,0,0,0,1,0,0,0,1,0,0,3,1,0.071,0.133,0.204,0,0.0,0.0
김재윤,KT,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
박민석,KT,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
손동현,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
엄상백,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
이대은,KT,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
정성곤,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
주권,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
하준호,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
채은성,LG,0.315,128,514,470,59,148,18,1,12,204,72,0,8,24,1,12,67,9,0.434,0.358,0.792,43,0.331,0.333
이천웅,LG,0.308,138,613,546,88,168,24,3,2,204,48,4,1,57,1,5,82,13,0.374,0.378,0.752,52,0.333,0.333
김현수,LG,0.304,140,595,526,75,160,37,0,11,230,82,0,9,54,9,6,52,11,0.437,0.370,0.807,49,0.329,0.0
페게로,LG,0.286,52,214,199,24,57,10,0,9,94,44,0,1,12,0,2,63,2,0.472,0.332,0.804,15,0.277,0.0
이형종,LG,0.286,120,482,419,56,120,24,1,13,185,63,1,10,42,1,10,78,9,0.442,0.358,0.800,35,0.248,0.222
박용택,LG,0.282,64,215,195,19,55,9,0,1,67,22,0,2,18,1,0,30,3,0.344,0.340,0.684,15,0.22,0.273
조셉,LG,0.274,55,217,197,17,54,3,0,9,84,36,0,2,14,0,4,46,3,0.426,0.332,0.758,13,0.263,0.5
유강남,LG,0.270,132,468,418,44,113,22,0,16,183,49,1,6,30,2,13,82,21,0.438,0.334,0.772,25,0.21,0.273
김민성,LG,0.260,107,401,361,44,94,16,0,8,134,50,5,1,30,0,4,75,12,0.371,0.323,0.694,25,0.33,0.0
오지환,LG,0.252,134,547,473,63,119,23,5,9,179,53,7,3,57,1,7,113,7,0.378,0.339,0.717,32,0.256,0.0
홍창기,LG,0.250,23,26,24,3,6,2,0,0,8,0,0,0,1,0,1,12,1,0.333,0.308,0.641,1,0.167,0.143
전민수,LG,0.240,75,106,96,8,23,7,0,0,30,8,1,0,9,0,0,18,4,0.313,0.305,0.618,3,0.241,0.282
서상우,LG,0.238,13,24,21,2,5,1,0,0,6,1,0,0,3,0,0,8,1,0.286,0.333,0.619,2,0.0,0.143
신민재,LG,0.235,81,94,81,25,19,3,0,0,22,5,1,1,8,0,3,17,0,0.272,0.323,0.595,2,0.211,0.286
정주현,LG,0.231,129,425,376,53,87,19,2,2,116,27,16,1,31,0,1,91,10,0.309,0.291,0.600,21,0.195,0.0
김용의,LG,0.218,114,210,179,35,39,5,3,0,50,17,4,1,24,1,2,38,1,0.279,0.316,0.595,8,0.25,0.0
김재성,LG,0.200,3,7,5,0,1,0,0,0,1,1,0,0,2,0,0,2,0,0.200,0.429,0.629,0,0.333,0.0
류형우,LG,0.182,10,12,11,2,2,0,0,0,2,1,0,0,1,0,0,3,1,0.182,0.250,0.432,0,0.333,0.0
구본혁,LG,0.176,57,95,85,10,15,1,0,1,19,6,1,1,6,0,2,17,0,0.224,0.245,0.469,3,0.133,0.0
백승현,LG,0.167,14,30,30,1,5,1,0,0,6,0,0,0,0,0,0,10,1,0.200,0.167,0.367,0,0.0,0.0
이성우,LG,0.156,55,74,64,2,10,3,0,0,13,6,3,0,4,0,3,11,2,0.203,0.239,0.442,0,0.188,0.0
양종민,LG,0.136,18,49,44,1,6,2,0,0,8,5,2,1,2,0,0,15,3,0.182,0.170,0.352,1,0.083,0.0
김재율,LG,0.111,4,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.111,0.111,0.222,0,0.0,0.0
윤진호,LG,0.102,106,62,59,6,6,2,0,1,11,5,2,0,1,0,0,13,0,0.186,0.117,0.303,0,0.188,0.0
박지규,LG,0.091,10,18,11,2,1,0,0,0,1,1,1,0,4,0,2,7,0,0.091,0.412,0.503,0,0.0,0.0
정상호,LG,0.083,22,24,24,1,2,1,0,0,3,2,0,0,0,0,0,11,3,0.125,0.083,0.208,1,0.25,0.0
고우석,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
문광은,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
양원혁,LG,-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
여건욱,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
이상영,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
장원삼,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
전준호,LG,0.000,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
정우영,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
정찬헌,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
최동환,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
최승민,NC,0.444,24,10,9,5,4,1,0,0,5,1,0,0,1,0,0,2,0,0.556,0.500,1.056,0,0.0,0.0
나성범,NC,0.366,23,106,93,19,34,12,1,4,60,14,0,0,12,0,1,26,2,0.645,0.443,1.088,12,0.28,0.0
양의지,NC,0.354,118,459,390,61,138,26,0,20,224,68,0,6,48,4,15,43,13,0.574,0.438,1.012,43,0.364,0.167
박민우,NC,0.344,125,526,468,89,161,23,8,1,203,45,2,6,41,1,9,40,10,0.434,0.403,0.837,45,0.333,0.0
모창민,NC,0.305,101,386,341,49,104,21,2,10,159,55,0,11,31,1,3,62,8,0.466,0.358,0.824,30,0.261,0.625
이명기,NC,0.293,139,547,484,62,142,17,3,2,171,36,7,4,48,2,4,66,12,0.353,0.359,0.712,39,0.269,0.0
이상호,NC,0.278,102,256,234,30,65,7,0,0,72,12,8,3,9,0,2,22,10,0.308,0.306,0.614,18,0.179,0.083
김찬형,NC,0.277,76,154,141,16,39,4,2,1,50,12,2,1,6,0,4,21,1,0.355,0.322,0.677,10,0.143,0.167
김태진,NC,0.275,123,399,374,44,103,14,5,5,142,46,5,3,16,0,1,67,3,0.380,0.305,0.685,28,0.296,0.111
박석민,NC,0.267,112,444,360,49,96,17,1,19,172,74,4,3,65,2,12,69,17,0.478,0.393,0.871,20,0.28,0.333
손시헌,NC,0.267,68,149,135,17,36,4,1,2,48,10,4,0,5,0,5,23,2,0.356,0.317,0.673,11,0.3,0.25
노진혁,NC,0.264,110,390,348,51,92,23,2,13,158,43,6,3,31,2,2,80,7,0.454,0.326,0.780,23,0.241,0.0
이원재,NC,0.258,94,285,256,31,66,11,0,8,101,36,5,3,20,0,1,47,5,0.395,0.311,0.706,16,0.279,0.182
권희동,NC,0.256,116,413,348,37,89,17,0,6,124,41,5,3,50,1,7,60,10,0.356,0.358,0.714,18,0.227,0.231
김준완,NC,0.250,8,19,16,0,4,0,0,0,4,1,0,1,2,0,0,2,0,0.250,0.316,0.566,1,0.0,0.0
윤수강,NC,0.250,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.250,0.250,0.500,0,0.0,0.0
이인혁,NC,0.250,6,9,8,1,2,0,0,1,5,1,0,0,1,0,0,3,0,0.625,0.333,0.958,0,0.0,1.0
강진성,NC,0.247,41,104,97,11,24,4,1,2,36,14,0,0,3,0,4,20,6,0.371,0.298,0.669,6,0.207,0.167
베탄코트,NC,0.246,53,224,203,23,50,8,0,8,82,29,0,2,18,0,1,51,1,0.404,0.308,0.712,13,0.267,0.0
김성욱,NC,0.230,116,333,287,38,66,16,1,9,111,36,9,5,29,1,3,69,4,0.387,0.302,0.689,18,0.297,0.25
스몰린스키,NC,0.229,55,228,205,32,47,14,1,9,90,42,0,2,16,0,5,31,7,0.439,0.298,0.737,14,0.333,0.0
지석훈,NC,0.228,76,169,149,15,34,9,0,2,49,15,2,2,10,1,6,37,6,0.329,0.299,0.628,6,0.15,0.0
정범모,NC,0.225,25,45,40,4,9,1,0,2,16,4,2,0,3,0,0,15,0,0.400,0.279,0.679,1,0.125,0.0
김형준,NC,0.224,55,119,107,13,24,5,0,2,35,9,4,0,8,0,0,24,1,0.327,0.278,0.605,7,0.122,0.125
김태군,NC,0.182,18,28,22,0,4,0,0,0,4,1,0,0,4,0,2,8,1,0.182,0.357,0.539,0,0.143,0.0
김진형,NC,0.150,11,23,20,2,3,1,0,0,4,2,1,2,0,0,0,4,1,0.200,0.136,0.336,0,0.0,0.333
오영수,NC,0.125,3,8,8,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0.125,0.125,0.250,0,0.0,0.0
박헌욱,NC,0.111,6,9,9,0,1,1,0,0,2,1,0,0,0,0,0,5,1,0.222,0.111,0.333,0,0.333,0.0
강윤구,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김건태,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김영규,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김진성,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김철호,NC,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
민태호,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
배재환,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
원종현,NC,-,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
유영준,NC,0.000,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
유원상,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
윤지웅,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
이우석,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
전사민,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
최성영,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
홍성무,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
임재현,SK,0.667,6,3,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0.667,0.667,1.334,0,0.0,0.0
고종욱,SK,0.323,137,513,492,76,159,25,7,3,207,56,0,2,18,1,1,89,5,0.421,0.347,0.768,48,0.341,0.231
최정,SK,0.292,141,606,503,86,147,27,0,29,261,99,0,8,69,6,26,92,4,0.519,0.399,0.918,40,0.333,0.0
김재현,SK,0.286,83,49,42,29,12,2,1,0,16,2,3,0,4,0,0,11,0,0.381,0.348,0.729,2,0.25,0.333
정의윤,SK,0.282,110,419,380,44,107,24,0,13,170,59,0,2,30,1,6,60,9,0.447,0.342,0.789,29,0.279,0.25
로맥,SK,0.276,137,589,504,86,139,28,1,29,256,95,0,6,73,3,6,117,11,0.508,0.370,0.878,39,0.266,0.0
김강민,SK,0.270,127,460,422,54,114,14,2,8,156,50,0,3,31,3,4,103,2,0.370,0.324,0.694,31,0.298,0.25
이재원,SK,0.268,139,502,451,33,121,19,0,12,176,75,1,7,34,2,9,59,16,0.390,0.327,0.717,29,0.303,0.364
한유섬,SK,0.265,125,502,427,52,113,20,0,12,169,52,0,0,55,4,20,100,6,0.396,0.375,0.771,28,0.264,0.3
김성민,SK,0.250,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0.250,0.250,0.500,0,0.0,0.0
노수광,SK,0.250,117,445,388,69,97,16,1,2,121,28,9,0,46,0,2,68,1,0.312,0.333,0.645,27,0.333,0.5
김성현,SK,0.246,144,472,426,45,105,16,2,1,128,34,8,3,33,0,2,43,15,0.300,0.302,0.602,24,0.216,0.0
안상현,SK,0.235,65,108,102,14,24,3,0,0,27,5,1,1,4,0,0,28,3,0.265,0.262,0.527,4,0.227,0.0
최항,SK,0.228,52,147,127,12,29,5,0,0,34,14,1,1,16,0,2,24,3,0.268,0.322,0.590,5,0.25,0.0
남태혁,SK,0.227,12,24,22,1,5,0,0,0,5,1,0,0,2,0,0,3,3,0.227,0.292,0.519,0,0.167,0.2
최승준,SK,0.227,10,24,22,2,5,0,0,0,5,0,0,0,2,0,0,10,1,0.227,0.292,0.519,1,0.0,0.0
배영섭,SK,0.225,30,80,71,5,16,1,0,0,17,7,0,1,6,0,2,15,0,0.239,0.300,0.539,2,0.385,0.25
나주환,SK,0.222,94,245,225,14,50,9,0,3,68,20,4,1,12,0,3,54,6,0.302,0.270,0.572,12,0.226,0.385
최준우,SK,0.212,15,36,33,3,7,2,0,0,9,0,0,0,3,0,0,3,2,0.273,0.278,0.551,2,0.0,0.5
박정권,SK,0.188,18,37,32,5,6,1,0,1,10,5,0,0,5,0,0,11,0,0.313,0.297,0.610,2,0.25,0.2
정진기,SK,0.188,13,17,16,1,3,0,0,0,3,2,0,0,1,0,0,2,0,0.188,0.235,0.423,1,0.5,1.0
김창평,SK,0.178,18,53,45,4,8,2,0,0,10,3,3,0,4,0,1,11,1,0.222,0.260,0.482,3,0.25,0.0
강승호,SK,0.154,15,42,39,5,6,0,0,2,12,5,1,0,2,0,0,18,1,0.308,0.195,0.503,1,0.25,0.0
허도환,SK,0.127,56,93,79,3,10,3,0,1,16,6,4,2,5,0,3,18,3,0.203,0.202,0.405,0,0.0,0.0
정현,SK,0.079,27,45,38,3,3,0,0,0,3,2,0,1,6,0,0,17,1,0.079,0.200,0.279,0,0.167,0.0
최경모,SK,0.063,17,16,16,2,1,1,0,0,2,1,0,0,0,0,0,2,0,0.125,0.063,0.188,0,0.0,0.0
김태훈,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
신재웅,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
오준혁,SK,0.000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
이승진,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
이현석,SK,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
채현우,SK,0.0,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0
최민재,SK,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
페르난데스,두산,0.344,144,645,572,87,197,34,0,15,276,88,0,6,61,4,6,54,16,0.483,0.409,0.892,63,0.313,0.5
박건우,두산,0.319,127,537,458,83,146,27,5,10,213,64,1,11,60,0,7,57,23,0.465,0.397,0.862,45,0.284,0.333
이흥련,두산,0.310,27,44,42,3,13,2,1,0,17,5,0,0,2,0,0,12,1,0.405,0.341,0.746,2,0.222,0.222
오재일,두산,0.293,130,529,467,76,137,29,1,21,231,102,0,4,55,1,3,99,5,0.495,0.369,0.864,39,0.344,0.0
허경민,두산,0.288,133,540,475,71,137,25,1,4,176,60,3,11,34,2,17,36,16,0.371,0.350,0.721,37,0.324,1.0
김재환,두산,0.283,136,574,495,76,140,20,5,15,215,91,0,11,63,5,5,113,7,0.434,0.362,0.796,34,0.3,0.25
박세혁,두산,0.279,137,505,441,58,123,19,9,4,172,63,10,6,41,1,7,68,5,0.390,0.345,0.735,29,0.291,0.0
최주환,두산,0.277,87,325,285,27,79,13,0,4,104,47,0,11,28,0,1,35,10,0.365,0.332,0.697,23,0.281,0.25
김재호,두산,0.268,130,470,377,51,101,22,0,4,135,48,8,11,67,3,7,58,10,0.358,0.379,0.737,22,0.257,0.5
정수빈,두산,0.265,123,513,441,75,117,19,5,0,146,41,4,5,57,0,6,60,6,0.331,0.354,0.685,30,0.245,0.5
류지혁,두산,0.250,118,316,276,36,69,6,2,0,79,34,6,3,24,0,7,40,6,0.286,0.323,0.609,19,0.263,0.25
김인태,두산,0.233,26,70,60,6,14,2,1,2,24,7,1,1,8,0,0,12,2,0.400,0.319,0.719,1,0.1,0.5
이유찬,두산,0.231,25,13,13,6,3,0,0,0,3,1,0,0,0,0,0,3,0,0.231,0.231,0.462,0,0.286,0.0
정진호,두산,0.208,66,110,96,13,20,0,0,1,23,3,3,0,11,0,0,24,2,0.240,0.290,0.530,4,0.2,0.2
신성현,두산,0.195,35,54,41,9,8,0,0,1,11,6,0,2,10,0,1,14,0,0.268,0.352,0.620,1,0.188,0.333
김경호,두산,0.192,32,27,26,4,5,1,0,0,6,2,1,0,0,0,0,7,0,0.231,0.192,0.423,0,0.125,0.25
정병곤,두산,0.185,20,31,27,6,5,1,0,0,6,4,0,0,2,0,2,4,2,0.222,0.290,0.512,0,0.333,0.0
국해성,두산,0.171,21,41,35,2,6,3,0,0,9,2,0,0,5,0,1,13,3,0.257,0.293,0.550,1,0.111,0.167
장승현,두산,0.171,35,46,41,3,7,2,0,0,9,3,0,1,3,0,1,13,0,0.220,0.239,0.459,1,0.0,0.0
백동훈,두산,0.170,41,52,47,8,8,2,0,0,10,2,0,0,4,0,1,16,0,0.213,0.250,0.463,2,0.083,0.0
오재원,두산,0.164,98,204,177,30,29,8,1,3,48,18,2,0,25,0,0,50,3,0.271,0.267,0.538,3,0.212,0.091
